,seqName,start,end,clusterID,strand,type,side
0,X,276969,276977,X:276927:+_RightNegative,+,IN,Right
1,X,278898,278904,X:278953:-_LeftNegative,-,AI,Left
2,X,279137,279172,X:279203:-_LeftNegative,-,AI,Left
3,X,279289,279290,X:279240:-_RightNegative,-,AI,Right
4,X,279746,279747,X:279797:-_LeftNegative,-,AI,Left
5,X,282642,282643,X:282693:+_LeftNegative,+,IN,Left
6,X,283062,283071,X:283115:-_LeftNegative,-,AI,Left
7,X,287941,287949,X:287896:-_RightNegative,-,AI,Right
8,X,293264,293289,X:293325:+_LeftNegative,+,IN,Left
9,X,293516,293554,X:293484:+_RightNegative,+,IN,Right
10,X,293908,293909,X:293959:-_LeftNegative,-,AI,Left
11,X,296506,296535,X:296485:+_RightNegative,+,IN,Right
12,X,296761,296762,X:296712:+_RightNegative,+,IN,Right
13,X,299377,299400,X:299442:+_LeftNegative,+,TE,Left
14,X,299659,299679,X:299623:+_RightNegative,+,TE,Right
15,X,299855,299856,X:299906:+_LeftNegative,+,TE,Left
16,X,300783,300784,X:300734:+_RightNegative,+,TE,Right
17,X,303182,303186,X:303233:+_LeftNegative,+,TE,Left
18,X,303274,303333,X:303353:-_LeftNegative,-,AE,Left
19,X,303390,303422,X:303372:+_RightNegative,+,TE,Right
20,X,304690,304735,X:304760:-_LeftNegative,-,TE,Left
21,X,306603,306610,X:306558:-_RightNegative,-,IN,Right
22,X,306967,306984,X:307033:-_LeftNegative,-,IN,Left
23,X,308242,308262,X:308312:+_LeftNegative,+,AI,Left
24,X,308410,308438,X:308367:+_RightNegative,+,AI,Right
25,X,311870,311871,X:311921:-_LeftNegative,-,IN,Left
26,X,313827,313831,X:313881:+_LeftNegative,+,AI,Left
27,X,315622,315633,X:315683:+_LeftNegative,+,AI,Left
28,X,317559,317577,X:317519:+_RightNegative,+,AI,Right
29,X,323106,323107,X:323157:+_LeftNegative,+,IG,Left
30,X,325192,325193,X:325143:+_RightNegative,+,IG,Right
31,X,326923,326950,X:326998:+_LeftNegative,+,IG,Left
32,X,326941,326960,X:326996:-_LeftNegative,-,IG,Left
33,X,327347,327370,X:327398:-_LeftNegative,-,IG,Left
34,X,327485,327488,X:327436:-_RightNegative,-,IG,Right
35,X,329930,329938,X:329888:-_RightNegative,-,IG,Right
36,X,333983,334030,X:333956:-_RightNegative,-,TE,Right
37,X,334170,334214,X:334239:-_LeftNegative,-,TE,Left
38,X,334297,334340,X:334274:+_RightNegative,+,AE,Right
39,X,344791,344793,X:344842:-_LeftNegative,-,IN,Left
40,X,344933,344962,X:344909:-_RightNegative,-,TE,Right
41,X,345710,345711,X:345661:-_RightNegative,-,TE,Right
42,X,348953,348956,X:349005:-_LeftNegative,-,IN,Left
43,X,349022,349025,X:349073:-_LeftNegative,-,IN,Left
44,X,352278,352279,X:352229:+_RightNegative,+,AI,Right
45,X,359523,359536,X:359574:+_LeftNegative,+,AI,Left
46,X,369015,369018,X:368967:-_RightNegative,-,IN,Right
47,X,372992,373014,X:372960:+_RightNegative,+,AI,Right
48,X,374704,374705,X:374755:+_LeftNegative,+,AI,Left
49,X,384222,384231,X:384279:-_LeftNegative,-,IN,Left
50,X,388268,388269,X:388219:-_RightNegative,-,TE,Right
51,X,406333,406335,X:406385:+_LeftNegative,+,DS,Left
52,X,406479,406500,X:406430:+_RightNegative,+,DS,Right
53,X,412384,412407,X:412346:+_RightNegative,+,IG,Right
54,X,415373,415376,X:415425:+_LeftNegative,+,IG,Left
55,X,416546,416557,X:416503:+_RightNegative,+,IG,Right
56,X,422029,422032,X:421982:+_RightNegative,+,TE,Right
57,X,433121,433122,X:433172:-_LeftNegative,-,IG,Left
58,X,434507,434516,X:434558:-_LeftNegative,-,IG,Left
59,X,443442,443448,X:443398:+_RightNegative,+,IG,Right
60,X,446313,446338,X:446286:+_RightNegative,+,IG,Right
61,X,453242,453243,X:453293:-_LeftNegative,-,IG,Left
62,X,453741,453754,X:453703:+_RightNegative,+,IG,Right
63,X,453892,453900,X:453950:+_LeftNegative,+,IG,Left
64,X,472190,472198,X:472248:+_LeftNegative,+,IG,Left
65,X,497644,497647,X:497696:+_LeftNegative,+,IG,Left
66,X,504390,504391,X:504441:-_LeftNegative,-,IG,Left
67,X,504882,504884,X:504834:+_RightNegative,+,IG,Right
68,X,506929,506930,X:506980:+_LeftNegative,+,IG,Left
69,X,507061,507064,X:507014:+_RightNegative,+,IG,Right
70,X,523203,523204,X:523254:-_LeftNegative,-,DS,Left
71,X,545105,545122,X:545170:-_LeftNegative,-,DS,Left
72,X,546426,546431,X:546381:+_RightNegative,+,IG,Right
73,X,553474,553477,X:553425:-_RightNegative,-,IG,Right
74,X,594476,594484,X:594434:+_RightNegative,+,IG,Right
