,seqName,start,end,clusterID,strand,type,side
0,22,10689195,10689221,22:10689246:-_LeftNegative,-,IG,Left
1,22,10710634,10710636,22:10710685:-_LeftNegative,-,IG,Left
2,22,10736892,10736893,22:10736943:+_LeftNegative,+,AU,Left
3,22,10746172,10746192,22:10746142:+_RightNegative,+,IG,Right
4,22,10753118,10753119,22:10753069:+_RightNegative,+,IG,Right
5,22,10754465,10754466,22:10754516:+_LeftNegative,+,IG,Left
6,22,10755765,10755766,22:10755816:+_LeftNegative,+,IG,Left
7,22,10757261,10757262,22:10757312:-_LeftNegative,-,IG,Left
8,22,10757288,10757290,22:10757340:+_LeftNegative,+,IG,Left
9,22,10774500,10774501,22:10774451:+_RightNegative,+,IG,Right
10,22,10778125,10778131,22:10778176:-_LeftNegative,-,IG,Left
11,22,10931484,10931485,22:10931435:+_RightNegative,+,IG,Right
12,22,10934122,10934131,22:10934173:-_LeftNegative,-,IG,Left
13,22,10939258,10939284,22:10939309:-_LeftNegative,-,DS,Left
14,22,10939706,10939726,22:10939657:-_RightNegative,-,IN,Right
15,22,10941646,10941652,22:10941697:-_LeftNegative,-,EX,Left
16,22,10949176,10949184,22:10949227:-_LeftNegative,-,EX,Left
17,22,10950160,10950196,22:10950129:-_RightNegative,-,EX,Right
18,22,11249855,11249858,22:11249806:-_RightNegative,-,DS,Right
19,22,11331616,11331617,22:11331667:+_LeftNegative,+,IG,Left
20,22,11488631,11488634,22:11488583:-_RightNegative,-,IG,Right
21,22,11602048,11602049,22:11602099:-_LeftNegative,-,IG,Left
22,22,11610510,11610511,22:11610461:-_RightNegative,-,IG,Right
23,22,11630433,11630455,22:11630505:+_LeftNegative,+,IG,Left
24,22,11630530,11630531,22:11630581:+_LeftNegative,+,IG,Left
25,22,11697296,11697297,22:11697347:-_LeftNegative,-,IG,Left
26,22,11845545,11845546,22:11845596:-_LeftNegative,-,IG,Left
27,22,11866694,11866695,22:11866745:-_LeftNegative,-,IG,Left
28,22,11892236,11892245,22:11892295:+_LeftNegative,+,IG,Left
29,22,11925051,11925053,22:11925102:-_LeftNegative,-,IG,Left
30,22,11925166,11925177,22:11925118:-_RightNegative,-,IG,Right
31,22,12297272,12297276,22:12297226:-_RightNegative,-,IG,Right
32,22,12298571,12298573,22:12298622:-_LeftNegative,-,IG,Left
33,22,12314286,12314287,22:12314237:-_RightNegative,-,IG,Right
34,22,12356774,12356775,22:12356825:-_LeftNegative,-,IG,Left
35,22,12388279,12388283,22:12388331:+_LeftNegative,+,IG,Left
36,22,12415782,12415783,22:12415833:+_LeftNegative,+,IG,Left
37,22,12558170,12558171,22:12558121:+_RightNegative,+,IG,Right
38,22,12566116,12566118,22:12566167:+_LeftNegative,+,IG,Left
39,22,12590561,12590566,22:12590512:-_RightNegative,-,IG,Right
40,22,12626752,12626771,22:12626703:+_RightNegative,+,DS,Right
41,22,12629149,12629162,22:12629202:+_LeftNegative,+,IG,Left
42,22,12629300,12629302,22:12629252:+_RightNegative,+,IG,Right
43,22,12696189,12696190,22:12696240:+_LeftNegative,+,IG,Left
44,22,12698936,12698942,22:12698987:-_LeftNegative,-,IG,Left
45,22,12705702,12705703,22:12705753:-_LeftNegative,-,IG,Left
46,22,12792622,12792635,22:12792673:-_LeftNegative,-,IG,Left
47,22,12896718,12896719,22:12896769:+_LeftNegative,+,IG,Left
48,22,15190392,15190393,22:15190343:-_RightNegative,-,IG,Right
49,22,15249608,15249609,22:15249659:-_LeftNegative,-,IG,Left
50,22,15265867,15265868,22:15265818:+_RightNegative,+,IG,Right
51,22,15292024,15292025,22:15292075:-_LeftNegative,-,AI,Left
52,22,15564729,15564730,22:15564780:-_LeftNegative,-,AI,Left
53,22,15611144,15611145,22:15611095:-_RightNegative,-,DS,Right
54,22,15672677,15672678,22:15672728:-_LeftNegative,-,IG,Left
55,22,15691096,15691097,22:15691047:+_RightNegative,+,IN,Right
56,22,15749795,15749796,22:15749846:-_LeftNegative,-,IN,Left
57,22,15824146,15824147,22:15824197:+_LeftNegative,+,IN,Left
58,22,15827682,15827701,22:15827647:+_RightNegative,+,TE,Right
59,22,15829880,15829942,22:15829971:+_LeftNegative,+,TE,Left
60,22,15832716,15832717,22:15832667:+_RightNegative,+,IG,Right
61,22,15927826,15927828,22:15927877:+_LeftNegative,+,IG,Left
62,22,15980108,15980109,22:15980059:-_RightNegative,-,IG,Right
63,22,16073416,16073417,22:16073467:+_LeftNegative,+,IG,Left
64,22,16089725,16089731,22:16089776:-_LeftNegative,-,IG,Left
65,22,16098039,16098044,22:16098090:-_LeftNegative,-,IG,Left
66,22,16101051,16101052,22:16101102:-_LeftNegative,-,IG,Left
67,22,16102999,16103000,22:16103050:-_LeftNegative,-,IG,Left
68,22,16141711,16141713,22:16141662:-_RightNegative,-,AU,Right
69,22,16159625,16159626,22:16159676:-_LeftNegative,-,IG,Left
70,22,16166253,16166255,22:16166204:-_RightNegative,-,IG,Right
71,22,16189701,16189702,22:16189752:+_LeftNegative,+,IG,Left
72,22,16193665,16193666,22:16193716:-_LeftNegative,-,IG,Left
73,22,16210649,16210650,22:16210600:+_RightNegative,+,IG,Right
74,22,16211276,16211285,22:16211327:-_LeftNegative,-,IG,Left
75,22,16221738,16221739,22:16221689:-_RightNegative,-,IG,Right
76,22,16224519,16224520,22:16224470:-_RightNegative,-,IG,Right
77,22,16366045,16366046,22:16366096:-_LeftNegative,-,IG,Left
78,22,16405616,16405617,22:16405667:+_LeftNegative,+,DS,Left
79,22,16434487,16434488,22:16434538:-_LeftNegative,-,IN,Left
80,22,16434968,16434977,22:16434927:+_RightNegative,+,AI,Right
81,22,16524618,16524620,22:16524669:-_LeftNegative,-,AI,Left
82,22,16570775,16570776,22:16570826:+_LeftNegative,+,IG,Left
83,22,16590880,16590900,22:16590835:-_RightNegative,-,TE,Right
84,22,16595012,16595020,22:16595064:-_LeftNegative,-,DS,Left
85,22,16603354,16603356,22:16603405:+_LeftNegative,+,IN,Left
86,22,16604546,16604547,22:16604597:+_LeftNegative,+,IN,Left
87,22,16604723,16604724,22:16604674:-_RightNegative,-,AI,Right
88,22,16607442,16607444,22:16607493:+_LeftNegative,+,IN,Left
89,22,16608749,16608750,22:16608800:+_LeftNegative,+,IN,Left
90,22,16611751,16611757,22:16611707:+_RightNegative,+,EX,Right
91,22,16614955,16614956,22:16615006:+_LeftNegative,+,TE,Left
92,22,16615136,16615162,22:16615106:+_RightNegative,+,TE,Right
93,22,16633374,16633394,22:16633426:-_LeftNegative,-,AI,Left
94,22,16635359,16635362,22:16635411:+_LeftNegative,+,IN,Left
95,22,16637033,16637041,22:16637091:+_LeftNegative,+,EX,Left
96,22,16645876,16645878,22:16645827:-_RightNegative,-,IN,Right
97,22,16648533,16648534,22:16648584:+_LeftNegative,+,TE,Left
98,22,16648706,16648710,22:16648660:+_RightNegative,+,TE,Right
99,22,16648775,16648776,22:16648826:+_LeftNegative,+,TE,Left
100,22,16649217,16649226,22:16649268:+_LeftNegative,+,TE,Left
101,22,16649386,16649387,22:16649337:+_RightNegative,+,TE,Right
102,22,16649848,16649863,22:16649812:+_RightNegative,+,TE,Right
103,22,16652283,16652284,22:16652234:+_RightNegative,+,TE,Right
104,22,16652421,16652434,22:16652376:+_RightNegative,+,TE,Right
105,22,16653696,16653710,22:16653748:+_LeftNegative,+,TE,Left
106,22,16654162,16654170,22:16654215:+_LeftNegative,+,IN,Left
107,22,16671328,16671330,22:16671379:+_LeftNegative,+,IN,Left
108,22,16672902,16672910,22:16672857:-_RightNegative,-,IN,Right
109,22,16682629,16682630,22:16682680:+_LeftNegative,+,IN,Left
110,22,16698781,16698794,22:16698741:+_RightNegative,+,TE,Right
111,22,16700890,16700891,22:16700841:+_RightNegative,+,AI,Right
112,22,16725244,16725247,22:16725295:-_LeftNegative,-,IG,Left
113,22,16727593,16727594,22:16727644:+_LeftNegative,+,IG,Left
114,22,16746819,16746825,22:16746871:-_LeftNegative,-,TE,Left
115,22,16749817,16749819,22:16749768:+_RightNegative,+,IG,Right
116,22,16760937,16760938,22:16760888:-_RightNegative,-,IG,Right
117,22,16763704,16763707,22:16763656:-_RightNegative,-,IG,Right
118,22,16780768,16780799,22:16780819:-_LeftNegative,-,IG,Left
119,22,16783531,16783533,22:16783482:-_RightNegative,-,TE,Right
120,22,16783519,16783520,22:16783570:-_LeftNegative,-,TE,Left
121,22,16784054,16784055,22:16784105:-_LeftNegative,-,TE,Left
122,22,16790857,16790858,22:16790908:+_LeftNegative,+,AI,Left
123,22,16802810,16802815,22:16802862:-_LeftNegative,-,IN,Left
124,22,16804135,16804136,22:16804186:+_LeftNegative,+,AI,Left
125,22,16805357,16805359,22:16805308:-_RightNegative,-,IN,Right
126,22,16805579,16805602,22:16805630:-_LeftNegative,-,IN,Left
127,22,16805800,16805803,22:16805852:-_LeftNegative,-,IN,Left
128,22,16806932,16806935,22:16806983:-_LeftNegative,-,IN,Left
129,22,16807060,16807067,22:16807112:-_LeftNegative,-,IN,Left
130,22,16821625,16821629,22:16821677:-_LeftNegative,-,AI,Left
131,22,16829384,16829385,22:16829335:+_RightNegative,+,TE,Right
132,22,16837690,16837691,22:16837641:-_RightNegative,-,IG,Right
133,22,16848524,16848525,22:16848575:-_LeftNegative,-,IG,Left
134,22,16856180,16856181,22:16856131:+_RightNegative,+,TE,Right
135,22,16917046,16917047,22:16917097:-_LeftNegative,-,IG,Left
136,22,16924757,16924759,22:16924708:-_RightNegative,-,IG,Right
137,22,16958490,16958493,22:16958441:-_RightNegative,-,IG,Right
138,22,16959758,16959774,22:16959717:-_RightNegative,-,IG,Right
139,22,16962409,16962410,22:16962460:-_LeftNegative,-,TE,Left
140,22,16962541,16962550,22:16962597:-_LeftNegative,-,TE,Left
141,22,17010552,17010559,22:17010508:+_RightNegative,+,IG,Right
142,22,17015029,17015030,22:17015080:-_LeftNegative,-,IG,Left
143,22,17035896,17035897,22:17035947:+_LeftNegative,+,IG,Left
