,seqName,start,end,clusterID,strand,type,side
0,Y,2786955,2786957,Y:2786856:-_RightNegative,-,TE,Right
1,Y,2808623,2808624,Y:2808524:-_RightNegative,-,IG,Right
2,Y,2833890,2833891,Y:2833791:-_RightNegative,-,IN,Right
3,Y,2834832,2834834,Y:2834933:-_LeftNegative,-,IN,Left
4,Y,2844066,2844076,Y:2844176:+_LeftNegative,+,EX,Left
5,Y,2845041,2845042,Y:2845142:-_LeftNegative,-,AI,Left
6,Y,2854508,2854511,Y:2854610:+_LeftNegative,+,EX,Left
7,Y,2865042,2865054,Y:2865150:+_LeftNegative,+,EX,Left
8,Y,2865412,2865416,Y:2865316:+_RightNegative,+,IN,Right
9,Y,2866715,2866748,Y:2866824:+_LeftNegative,+,TE,Left
10,Y,2866988,2867033,Y:2866913:-_RightNegative,-,AE,Right
11,Y,2867359,2867372,Y:2867265:+_RightNegative,+,TE,Right
12,Y,2879661,2879662,Y:2879762:-_LeftNegative,-,AI,Left
13,Y,2880742,2880746,Y:2880844:+_LeftNegative,+,IN,Left
14,Y,2912176,2912177,Y:2912077:-_RightNegative,-,AI,Right
15,Y,2921981,2921982,Y:2921882:-_RightNegative,-,AI,Right
16,Y,2925195,2925196,Y:2925096:+_RightNegative,+,IN,Right
17,Y,2934309,2934318,Y:2934411:-_LeftNegative,-,TE,Left
18,Y,2934611,2934649,Y:2934525:-_RightNegative,-,TE,Right
19,Y,2954852,2954853,Y:2954753:+_RightNegative,+,IN,Right
20,Y,2962654,2962666,Y:2962758:+_LeftNegative,+,IN,Left
21,Y,2962807,2962813,Y:2962908:+_LeftNegative,+,IN,Left
22,Y,2963864,2963867,Y:2963966:+_LeftNegative,+,IN,Left
23,Y,2965948,2965950,Y:2966049:-_LeftNegative,-,DS,Left
24,Y,2966658,2966659,Y:2966559:+_RightNegative,+,IN,Right
25,Y,2966460,2966485,Y:2966580:-_LeftNegative,-,DS,Left
26,Y,2966948,2966950,Y:2966850:-_RightNegative,-,TE,Right
27,Y,2970337,2970339,Y:2970239:+_RightNegative,+,IN,Right
28,Y,2970669,2970670,Y:2970570:-_RightNegative,-,IN,Right
29,Y,2973861,2973862,Y:2973962:-_LeftNegative,-,IN,Left
30,Y,2977120,2977121,Y:2977221:-_LeftNegative,-,IN,Left
31,Y,2979207,2979209,Y:2979108:+_RightNegative,+,TE,Right
32,Y,2980335,2980343,Y:2980243:+_RightNegative,+,TE,Right
33,Y,2982357,2982364,Y:2982458:-_LeftNegative,-,IN,Left
34,Y,2982376,2982416,Y:2982505:+_LeftNegative,+,TE,Left
35,Y,2982663,2982679,Y:2982579:+_RightNegative,+,DS,Right
36,Y,2984798,2984799,Y:2984899:+_LeftNegative,+,AI,Left
37,Y,2991792,2991793,Y:2991693:-_RightNegative,-,IN,Right
38,Y,2994640,2994641,Y:2994741:-_LeftNegative,-,IN,Left
39,Y,3005152,3005154,Y:3005054:+_RightNegative,+,IN,Right
40,Y,3022053,3022054,Y:3021954:+_RightNegative,+,IN,Right
41,Y,3024166,3024167,Y:3024067:-_RightNegative,-,AI,Right
42,Y,3073635,3073637,Y:3073537:+_RightNegative,+,IN,Right
43,Y,3075689,3075691,Y:3075591:+_RightNegative,+,IN,Right
44,Y,3117183,3117184,Y:3117284:+_LeftNegative,+,IN,Left
45,Y,3119286,3119289,Y:3119188:+_RightNegative,+,IN,Right
46,Y,3120361,3120366,Y:3120266:+_RightNegative,+,IN,Right
47,Y,3131581,3131583,Y:3131482:+_RightNegative,+,IN,Right
48,Y,3141102,3141125,Y:3141223:+_LeftNegative,+,IN,Left
49,Y,3181762,3181763,Y:3181663:-_RightNegative,-,AI,Right
50,Y,3218643,3218644,Y:3218544:-_RightNegative,-,IG,Right
51,Y,3279807,3279808,Y:3279908:+_LeftNegative,+,IG,Left
52,Y,3343456,3343457,Y:3343557:+_LeftNegative,+,IG,Left
53,Y,3358755,3358756,Y:3358656:+_RightNegative,+,IG,Right
54,Y,3374033,3374034,Y:3374134:-_LeftNegative,-,IG,Left
55,Y,3385176,3385177,Y:3385077:-_RightNegative,-,IG,Right
56,Y,3499226,3499227,Y:3499127:-_RightNegative,-,IG,Right
57,Y,3579935,3579939,Y:3580039:+_LeftNegative,+,TE,Left
58,Y,3606617,3606618,Y:3606518:+_RightNegative,+,IG,Right
59,Y,3610413,3610414,Y:3610314:-_RightNegative,-,IG,Right
