,seqName,start,end,clusterID,strand,type,side
0,Y,2786780,2786782,Y:2786856:-_LeftNegative,-,TE,Left
1,Y,2786930,2786932,Y:2786856:-_RightNegative,-,TE,Right
2,Y,2808448,2808449,Y:2808524:-_LeftNegative,-,IG,Left
3,Y,2808598,2808599,Y:2808524:-_RightNegative,-,IG,Right
4,Y,2833715,2833716,Y:2833791:-_LeftNegative,-,IN,Left
5,Y,2833865,2833866,Y:2833791:-_RightNegative,-,IN,Right
6,Y,2834857,2834859,Y:2834933:-_LeftNegative,-,IN,Left
7,Y,2835007,2835009,Y:2834933:-_RightNegative,-,IN,Right
8,Y,2844091,2844101,Y:2844176:+_LeftNegative,+,EX,Left
9,Y,2844241,2844251,Y:2844176:+_RightNegative,+,EX,Right
10,Y,2845066,2845067,Y:2845142:-_LeftNegative,-,AI,Left
11,Y,2845216,2845217,Y:2845142:-_RightNegative,-,AI,Right
12,Y,2854533,2854536,Y:2854610:+_LeftNegative,+,EX,Left
13,Y,2854683,2854686,Y:2854610:+_RightNegative,+,EX,Right
14,Y,2865067,2865079,Y:2865150:+_LeftNegative,+,EX,Left
15,Y,2865237,2865241,Y:2865316:+_LeftNegative,+,IN,Left
16,Y,2865387,2865391,Y:2865316:+_RightNegative,+,IN,Right
17,Y,2866740,2866773,Y:2866824:+_LeftNegative,+,TE,Left
18,Y,2866813,2866858,Y:2866913:-_LeftNegative,-,AE,Left
19,Y,2866963,2867008,Y:2866913:-_RightNegative,-,AE,Right
20,Y,2867240,2867242,Y:2867167:+_RightNegative,+,TE,Right
21,Y,2867184,2867197,Y:2867265:+_LeftNegative,+,TE,Left
22,Y,2867334,2867347,Y:2867265:+_RightNegative,+,TE,Right
23,Y,2879686,2879687,Y:2879762:-_LeftNegative,-,AI,Left
24,Y,2879836,2879837,Y:2879762:-_RightNegative,-,AI,Right
25,Y,2880767,2880771,Y:2880844:+_LeftNegative,+,IN,Left
26,Y,2880917,2880921,Y:2880844:+_RightNegative,+,IN,Right
27,Y,2912001,2912002,Y:2912077:-_LeftNegative,-,AI,Left
28,Y,2912151,2912152,Y:2912077:-_RightNegative,-,AI,Right
29,Y,2921806,2921807,Y:2921882:-_LeftNegative,-,AI,Left
30,Y,2921956,2921957,Y:2921882:-_RightNegative,-,AI,Right
31,Y,2925020,2925021,Y:2925096:+_LeftNegative,+,IN,Left
32,Y,2925170,2925171,Y:2925096:+_RightNegative,+,IN,Right
33,Y,2934334,2934343,Y:2934411:-_LeftNegative,-,TE,Left
34,Y,2934484,2934493,Y:2934411:-_RightNegative,-,TE,Right
35,Y,2934586,2934624,Y:2934525:-_RightNegative,-,TE,Right
36,Y,2954677,2954678,Y:2954753:+_LeftNegative,+,IN,Left
37,Y,2954827,2954828,Y:2954753:+_RightNegative,+,IN,Right
38,Y,2962679,2962691,Y:2962758:+_LeftNegative,+,IN,Left
39,Y,2962829,2962841,Y:2962758:+_RightNegative,+,IN,Right
40,Y,2962832,2962838,Y:2962908:+_LeftNegative,+,IN,Left
41,Y,2962982,2962988,Y:2962908:+_RightNegative,+,IN,Right
42,Y,2963889,2963892,Y:2963966:+_LeftNegative,+,IN,Left
43,Y,2964039,2964042,Y:2963966:+_RightNegative,+,IN,Right
44,Y,2965973,2965975,Y:2966049:-_LeftNegative,-,DS,Left
45,Y,2966123,2966125,Y:2966049:-_RightNegative,-,DS,Right
46,Y,2966483,2966484,Y:2966559:+_LeftNegative,+,IN,Left
47,Y,2966633,2966634,Y:2966559:+_RightNegative,+,IN,Right
48,Y,2966485,2966510,Y:2966580:-_LeftNegative,-,DS,Left
49,Y,2966750,2966777,Y:2966676:-_RightNegative,-,DS,Right
50,Y,2966773,2966775,Y:2966850:-_LeftNegative,-,TE,Left
51,Y,2966923,2966925,Y:2966850:-_RightNegative,-,TE,Right
52,Y,2970162,2970164,Y:2970239:+_LeftNegative,+,IN,Left
53,Y,2970312,2970314,Y:2970239:+_RightNegative,+,IN,Right
54,Y,2970494,2970495,Y:2970570:-_LeftNegative,-,IN,Left
55,Y,2970644,2970645,Y:2970570:-_RightNegative,-,IN,Right
56,Y,2973886,2973887,Y:2973962:-_LeftNegative,-,IN,Left
57,Y,2974036,2974037,Y:2973962:-_RightNegative,-,IN,Right
58,Y,2977145,2977146,Y:2977221:-_LeftNegative,-,IN,Left
59,Y,2977295,2977296,Y:2977221:-_RightNegative,-,IN,Right
60,Y,2979032,2979034,Y:2979108:+_LeftNegative,+,TE,Left
61,Y,2979182,2979184,Y:2979108:+_RightNegative,+,TE,Right
62,Y,2980160,2980168,Y:2980243:+_LeftNegative,+,TE,Left
63,Y,2980310,2980318,Y:2980243:+_RightNegative,+,TE,Right
64,Y,2982382,2982389,Y:2982458:-_LeftNegative,-,IN,Left
65,Y,2982532,2982539,Y:2982458:-_RightNegative,-,IN,Right
66,Y,2982401,2982441,Y:2982505:+_LeftNegative,+,TE,Left
67,Y,2982638,2982654,Y:2982579:+_RightNegative,+,DS,Right
68,Y,2984823,2984824,Y:2984899:+_LeftNegative,+,AI,Left
69,Y,2984973,2984974,Y:2984899:+_RightNegative,+,AI,Right
70,Y,2991617,2991618,Y:2991693:-_LeftNegative,-,IN,Left
71,Y,2991767,2991768,Y:2991693:-_RightNegative,-,IN,Right
72,Y,2994665,2994666,Y:2994741:-_LeftNegative,-,IN,Left
73,Y,2994815,2994816,Y:2994741:-_RightNegative,-,IN,Right
74,Y,3004977,3004979,Y:3005054:+_LeftNegative,+,IN,Left
75,Y,3005127,3005129,Y:3005054:+_RightNegative,+,IN,Right
76,Y,3021878,3021879,Y:3021954:+_LeftNegative,+,IN,Left
77,Y,3022028,3022029,Y:3021954:+_RightNegative,+,IN,Right
78,Y,3023991,3023992,Y:3024067:-_LeftNegative,-,AI,Left
79,Y,3024141,3024142,Y:3024067:-_RightNegative,-,AI,Right
80,Y,3073460,3073462,Y:3073537:+_LeftNegative,+,IN,Left
81,Y,3073610,3073612,Y:3073537:+_RightNegative,+,IN,Right
82,Y,3075514,3075516,Y:3075591:+_LeftNegative,+,IN,Left
83,Y,3075664,3075666,Y:3075591:+_RightNegative,+,IN,Right
84,Y,3117208,3117209,Y:3117284:+_LeftNegative,+,IN,Left
85,Y,3117358,3117359,Y:3117284:+_RightNegative,+,IN,Right
86,Y,3119111,3119114,Y:3119188:+_LeftNegative,+,IN,Left
87,Y,3119261,3119264,Y:3119188:+_RightNegative,+,IN,Right
88,Y,3120186,3120191,Y:3120266:+_LeftNegative,+,IN,Left
89,Y,3120336,3120341,Y:3120266:+_RightNegative,+,IN,Right
90,Y,3131406,3131408,Y:3131482:+_LeftNegative,+,IN,Left
91,Y,3131556,3131558,Y:3131482:+_RightNegative,+,IN,Right
92,Y,3141127,3141150,Y:3141223:+_LeftNegative,+,IN,Left
93,Y,3141277,3141300,Y:3141223:+_RightNegative,+,IN,Right
94,Y,3181587,3181588,Y:3181663:-_LeftNegative,-,AI,Left
95,Y,3181737,3181738,Y:3181663:-_RightNegative,-,AI,Right
96,Y,3218468,3218469,Y:3218544:-_LeftNegative,-,IG,Left
97,Y,3218618,3218619,Y:3218544:-_RightNegative,-,IG,Right
98,Y,3279832,3279833,Y:3279908:+_LeftNegative,+,IG,Left
99,Y,3279982,3279983,Y:3279908:+_RightNegative,+,IG,Right
100,Y,3343481,3343482,Y:3343557:+_LeftNegative,+,IG,Left
101,Y,3343631,3343632,Y:3343557:+_RightNegative,+,IG,Right
102,Y,3358580,3358581,Y:3358656:+_LeftNegative,+,IG,Left
103,Y,3358730,3358731,Y:3358656:+_RightNegative,+,IG,Right
104,Y,3374058,3374059,Y:3374134:-_LeftNegative,-,IG,Left
105,Y,3374208,3374209,Y:3374134:-_RightNegative,-,IG,Right
106,Y,3385001,3385002,Y:3385077:-_LeftNegative,-,IG,Left
107,Y,3385151,3385152,Y:3385077:-_RightNegative,-,IG,Right
108,Y,3499051,3499052,Y:3499127:-_LeftNegative,-,IG,Left
109,Y,3499201,3499202,Y:3499127:-_RightNegative,-,IG,Right
110,Y,3579960,3579964,Y:3580039:+_LeftNegative,+,TE,Left
111,Y,3580110,3580114,Y:3580039:+_RightNegative,+,TE,Right
112,Y,3606442,3606443,Y:3606518:+_LeftNegative,+,IG,Left
113,Y,3606592,3606593,Y:3606518:+_RightNegative,+,IG,Right
114,Y,3610238,3610239,Y:3610314:-_LeftNegative,-,IG,Left
115,Y,3610388,3610389,Y:3610314:-_RightNegative,-,IG,Right
116,Y,3654573,3654574,Y:3654649:+_LeftNegative,+,IG,Left
117,Y,3654723,3654724,Y:3654649:+_RightNegative,+,IG,Right
