,seqName,start,end,clusterID,strand,type,side
0,X,276994,277002,X:276927:+_RightNegative,+,IN,Right
1,X,279023,279029,X:278953:-_RightNegative,-,AI,Right
2,X,279112,279147,X:279203:-_LeftNegative,-,AI,Left
3,X,279314,279315,X:279240:-_RightNegative,-,AI,Right
4,X,279721,279722,X:279797:-_LeftNegative,-,AI,Left
5,X,282767,282768,X:282693:+_RightNegative,+,IN,Right
6,X,283037,283046,X:283115:-_LeftNegative,-,AI,Left
7,X,287816,287824,X:287896:-_LeftNegative,-,AI,Left
8,X,293239,293264,X:293325:+_LeftNegative,+,IN,Left
9,X,293391,293429,X:293484:+_LeftNegative,+,IN,Left
10,X,294033,294034,X:293959:-_RightNegative,-,AI,Right
11,X,296531,296560,X:296485:+_RightNegative,+,IN,Right
12,X,296786,296787,X:296712:+_RightNegative,+,IN,Right
13,X,299352,299375,X:299442:+_LeftNegative,+,TE,Left
14,X,299541,299567,X:299485:+_RightNegative,+,TE,Right
15,X,299684,299704,X:299623:+_RightNegative,+,TE,Right
16,X,299830,299831,X:299906:+_LeftNegative,+,TE,Left
17,X,300808,300809,X:300734:+_RightNegative,+,TE,Right
18,X,303157,303161,X:303233:+_LeftNegative,+,TE,Left
19,X,303399,303458,X:303353:-_RightNegative,-,AE,Right
20,X,303415,303447,X:303372:+_RightNegative,+,TE,Right
21,X,304665,304710,X:304760:-_LeftNegative,-,TE,Left
22,X,306478,306485,X:306558:-_LeftNegative,-,IN,Left
23,X,306942,306959,X:307033:-_LeftNegative,-,IN,Left
24,X,308217,308237,X:308312:+_LeftNegative,+,AI,Left
25,X,308435,308463,X:308367:+_RightNegative,+,AI,Right
26,X,311995,311996,X:311921:-_RightNegative,-,IN,Right
27,X,313952,313956,X:313881:+_RightNegative,+,AI,Right
28,X,315747,315758,X:315683:+_RightNegative,+,AI,Right
29,X,317584,317602,X:317519:+_RightNegative,+,AI,Right
30,X,323081,323082,X:323157:+_LeftNegative,+,IG,Left
31,X,325067,325068,X:325143:+_LeftNegative,+,IG,Left
32,X,326898,326925,X:326998:+_LeftNegative,+,IG,Left
33,X,326916,326935,X:326996:-_LeftNegative,-,IG,Left
34,X,327322,327345,X:327398:-_LeftNegative,-,IG,Left
35,X,327510,327513,X:327436:-_RightNegative,-,IG,Right
36,X,329805,329813,X:329888:-_LeftNegative,-,IG,Left
37,X,334008,334055,X:333956:-_RightNegative,-,TE,Right
38,X,334145,334189,X:334239:-_LeftNegative,-,TE,Left
39,X,334172,334215,X:334274:+_LeftNegative,+,AE,Left
40,X,344766,344768,X:344842:-_LeftNegative,-,IN,Left
41,X,344958,344987,X:344909:-_RightNegative,-,TE,Right
42,X,345585,345586,X:345661:-_LeftNegative,-,TE,Left
