,seqName,start,end,clusterID,strand,type,side
0,Y,2786755,2786757,Y:2786856:-_LeftNegative,-,TE,Left
1,Y,2786955,2786957,Y:2786856:-_RightNegative,-,TE,Right
2,Y,2808423,2808424,Y:2808524:-_LeftNegative,-,IG,Left
3,Y,2808623,2808624,Y:2808524:-_RightNegative,-,IG,Right
4,Y,2833690,2833691,Y:2833791:-_LeftNegative,-,IN,Left
5,Y,2833890,2833891,Y:2833791:-_RightNegative,-,IN,Right
6,Y,2834832,2834834,Y:2834933:-_LeftNegative,-,IN,Left
7,Y,2835032,2835034,Y:2834933:-_RightNegative,-,IN,Right
8,Y,2844066,2844076,Y:2844176:+_LeftNegative,+,EX,Left
9,Y,2844266,2844276,Y:2844176:+_RightNegative,+,EX,Right
10,Y,2845041,2845042,Y:2845142:-_LeftNegative,-,AI,Left
11,Y,2845241,2845242,Y:2845142:-_RightNegative,-,AI,Right
12,Y,2854508,2854511,Y:2854610:+_LeftNegative,+,EX,Left
13,Y,2854708,2854711,Y:2854610:+_RightNegative,+,EX,Right
14,Y,2865042,2865054,Y:2865150:+_LeftNegative,+,EX,Left
15,Y,2865412,2865416,Y:2865316:+_RightNegative,+,IN,Right
16,Y,2866715,2866748,Y:2866824:+_LeftNegative,+,TE,Left
17,Y,2866788,2866833,Y:2866913:-_LeftNegative,-,AE,Left
18,Y,2866988,2867033,Y:2866913:-_RightNegative,-,AE,Right
19,Y,2867359,2867372,Y:2867265:+_RightNegative,+,TE,Right
20,Y,2879661,2879662,Y:2879762:-_LeftNegative,-,AI,Left
21,Y,2879861,2879862,Y:2879762:-_RightNegative,-,AI,Right
22,Y,2880742,2880746,Y:2880844:+_LeftNegative,+,IN,Left
23,Y,2880942,2880946,Y:2880844:+_RightNegative,+,IN,Right
24,Y,2911976,2911977,Y:2912077:-_LeftNegative,-,AI,Left
25,Y,2912176,2912177,Y:2912077:-_RightNegative,-,AI,Right
26,Y,2921781,2921782,Y:2921882:-_LeftNegative,-,AI,Left
27,Y,2921981,2921982,Y:2921882:-_RightNegative,-,AI,Right
28,Y,2924995,2924996,Y:2925096:+_LeftNegative,+,IN,Left
29,Y,2925195,2925196,Y:2925096:+_RightNegative,+,IN,Right
30,Y,2934309,2934318,Y:2934411:-_LeftNegative,-,TE,Left
31,Y,2934611,2934649,Y:2934525:-_RightNegative,-,TE,Right
32,Y,2954652,2954653,Y:2954753:+_LeftNegative,+,IN,Left
33,Y,2954852,2954853,Y:2954753:+_RightNegative,+,IN,Right
34,Y,2962654,2962666,Y:2962758:+_LeftNegative,+,IN,Left
35,Y,2962807,2962813,Y:2962908:+_LeftNegative,+,IN,Left
36,Y,2963007,2963013,Y:2962908:+_RightNegative,+,IN,Right
