,seqName,start,end,clusterID,strand,type,side
0,14,16093348,16093349,14:16093424:-_LeftNegative,-,IG,Left
1,14,16093498,16093499,14:16093424:-_RightNegative,-,IG,Right
2,14,18225115,18225116,14:18225191:+_LeftNegative,+,IG,Left
3,14,18225265,18225266,14:18225191:+_RightNegative,+,IG,Right
4,14,18253658,18253659,14:18253734:-_LeftNegative,-,IG,Left
5,14,18253808,18253809,14:18253734:-_RightNegative,-,IG,Right
6,14,18334925,18334927,14:18335001:+_LeftNegative,+,IN,Left
7,14,18335075,18335077,14:18335001:+_RightNegative,+,IN,Right
8,14,18600255,18600256,14:18600331:-_LeftNegative,-,AU,Left
9,14,18600405,18600406,14:18600331:-_RightNegative,-,AU,Right
10,14,18653614,18653622,14:18653690:-_LeftNegative,-,IG,Left
11,14,18653764,18653772,14:18653690:-_RightNegative,-,IG,Right
12,14,18656622,18656623,14:18656698:-_LeftNegative,-,IG,Left
13,14,18656772,18656773,14:18656698:-_RightNegative,-,IG,Right
14,14,18659259,18659264,14:18659335:-_LeftNegative,-,IG,Left
15,14,18659409,18659414,14:18659335:-_RightNegative,-,IG,Right
16,14,18662750,18662751,14:18662826:+_LeftNegative,+,IG,Left
17,14,18662900,18662901,14:18662826:+_RightNegative,+,IG,Right
18,14,18696296,18696297,14:18696372:-_LeftNegative,-,IG,Left
19,14,18696446,18696447,14:18696372:-_RightNegative,-,IG,Right
20,14,18876481,18876482,14:18876557:-_LeftNegative,-,IG,Left
21,14,18876631,18876632,14:18876557:-_RightNegative,-,IG,Right
22,14,18885371,18885372,14:18885447:-_LeftNegative,-,IG,Left
23,14,18885521,18885522,14:18885447:-_RightNegative,-,IG,Right
24,14,18959464,18959465,14:18959540:+_LeftNegative,+,IG,Left
25,14,18959614,18959615,14:18959540:+_RightNegative,+,IG,Right
26,14,19027156,19027157,14:19027232:-_LeftNegative,-,IN,Left
27,14,19027306,19027307,14:19027232:-_RightNegative,-,IN,Right
28,14,19098771,19098779,14:19098848:+_LeftNegative,+,IN,Left
29,14,19098921,19098929,14:19098848:+_RightNegative,+,IN,Right
30,14,19099026,19099031,14:19099102:+_LeftNegative,+,IN,Left
31,14,19099176,19099181,14:19099102:+_RightNegative,+,IN,Right
32,14,19101649,19101659,14:19101730:+_LeftNegative,+,IN,Left
33,14,19101799,19101809,14:19101730:+_RightNegative,+,IN,Right
34,14,19105167,19105170,14:19105245:+_LeftNegative,+,IN,Left
35,14,19105317,19105320,14:19105245:+_RightNegative,+,IN,Right
36,14,19105840,19105841,14:19105916:+_LeftNegative,+,IN,Left
37,14,19105990,19105991,14:19105916:+_RightNegative,+,IN,Right
38,14,19107227,19107232,14:19107307:+_LeftNegative,+,IN,Left
39,14,19107377,19107382,14:19107307:+_RightNegative,+,IN,Right
40,14,19109534,19109535,14:19109610:+_LeftNegative,+,IN,Left
41,14,19109684,19109685,14:19109610:+_RightNegative,+,IN,Right
42,14,19114317,19114318,14:19114393:+_LeftNegative,+,IN,Left
43,14,19114467,19114468,14:19114393:+_RightNegative,+,IN,Right
44,14,19118925,19118926,14:19119001:+_LeftNegative,+,IN,Left
