,seqName,start,end,clusterID,strand,type,side
0,Y,2786780,2786782,Y:2786856:-_LeftNegative,-,TE,Left
1,Y,2808598,2808599,Y:2808524:-_RightNegative,-,IG,Right
2,Y,2833865,2833866,Y:2833791:-_RightNegative,-,IN,Right
3,Y,2834857,2834859,Y:2834933:-_LeftNegative,-,IN,Left
4,Y,2844091,2844101,Y:2844176:+_LeftNegative,+,EX,Left
5,Y,2845216,2845217,Y:2845142:-_RightNegative,-,AI,Right
6,Y,2854683,2854686,Y:2854610:+_RightNegative,+,EX,Right
7,Y,2865067,2865079,Y:2865150:+_LeftNegative,+,EX,Left
8,Y,2865237,2865241,Y:2865316:+_LeftNegative,+,IN,Left
9,Y,2866740,2866773,Y:2866824:+_LeftNegative,+,TE,Left
10,Y,2866813,2866858,Y:2866913:-_LeftNegative,-,AE,Left
11,Y,2867240,2867242,Y:2867167:+_RightNegative,+,TE,Right
12,Y,2867184,2867197,Y:2867265:+_LeftNegative,+,TE,Left
13,Y,2879686,2879687,Y:2879762:-_LeftNegative,-,AI,Left
14,Y,2880767,2880771,Y:2880844:+_LeftNegative,+,IN,Left
15,Y,2912001,2912002,Y:2912077:-_LeftNegative,-,AI,Left
16,Y,2921956,2921957,Y:2921882:-_RightNegative,-,AI,Right
17,Y,2925020,2925021,Y:2925096:+_LeftNegative,+,IN,Left
18,Y,2934334,2934343,Y:2934411:-_LeftNegative,-,TE,Left
19,Y,2934586,2934624,Y:2934525:-_RightNegative,-,TE,Right
20,Y,2954827,2954828,Y:2954753:+_RightNegative,+,IN,Right
21,Y,2962679,2962691,Y:2962758:+_LeftNegative,+,IN,Left
22,Y,2962832,2962838,Y:2962908:+_LeftNegative,+,IN,Left
23,Y,2964039,2964042,Y:2963966:+_RightNegative,+,IN,Right
24,Y,2965973,2965975,Y:2966049:-_LeftNegative,-,DS,Left
25,Y,2966483,2966484,Y:2966559:+_LeftNegative,+,IN,Left
26,Y,2966485,2966510,Y:2966580:-_LeftNegative,-,DS,Left
27,Y,2966750,2966777,Y:2966676:-_RightNegative,-,DS,Right
28,Y,2966773,2966775,Y:2966850:-_LeftNegative,-,TE,Left
29,Y,2970312,2970314,Y:2970239:+_RightNegative,+,IN,Right
30,Y,2970494,2970495,Y:2970570:-_LeftNegative,-,IN,Left
31,Y,2973886,2973887,Y:2973962:-_LeftNegative,-,IN,Left
32,Y,2977145,2977146,Y:2977221:-_LeftNegative,-,IN,Left
33,Y,2979032,2979034,Y:2979108:+_LeftNegative,+,TE,Left
34,Y,2980310,2980318,Y:2980243:+_RightNegative,+,TE,Right
35,Y,2982532,2982539,Y:2982458:-_RightNegative,-,IN,Right
36,Y,2982401,2982441,Y:2982505:+_LeftNegative,+,TE,Left
37,Y,2982638,2982654,Y:2982579:+_RightNegative,+,DS,Right
38,Y,2984823,2984824,Y:2984899:+_LeftNegative,+,AI,Left
39,Y,2991617,2991618,Y:2991693:-_LeftNegative,-,IN,Left
40,Y,2994815,2994816,Y:2994741:-_RightNegative,-,IN,Right
41,Y,3005127,3005129,Y:3005054:+_RightNegative,+,IN,Right
42,Y,3021878,3021879,Y:3021954:+_LeftNegative,+,IN,Left
43,Y,3024141,3024142,Y:3024067:-_RightNegative,-,AI,Right
44,Y,3073610,3073612,Y:3073537:+_RightNegative,+,IN,Right
45,Y,3075664,3075666,Y:3075591:+_RightNegative,+,IN,Right
46,Y,3117208,3117209,Y:3117284:+_LeftNegative,+,IN,Left
47,Y,3119111,3119114,Y:3119188:+_LeftNegative,+,IN,Left
48,Y,3120186,3120191,Y:3120266:+_LeftNegative,+,IN,Left
49,Y,3131406,3131408,Y:3131482:+_LeftNegative,+,IN,Left
50,Y,3141127,3141150,Y:3141223:+_LeftNegative,+,IN,Left
51,Y,3181587,3181588,Y:3181663:-_LeftNegative,-,AI,Left
52,Y,3218468,3218469,Y:3218544:-_LeftNegative,-,IG,Left
53,Y,3279982,3279983,Y:3279908:+_RightNegative,+,IG,Right
54,Y,3343481,3343482,Y:3343557:+_LeftNegative,+,IG,Left
55,Y,3358730,3358731,Y:3358656:+_RightNegative,+,IG,Right
56,Y,3374208,3374209,Y:3374134:-_RightNegative,-,IG,Right
57,Y,3385001,3385002,Y:3385077:-_LeftNegative,-,IG,Left
58,Y,3499051,3499052,Y:3499127:-_LeftNegative,-,IG,Left
59,Y,3580110,3580114,Y:3580039:+_RightNegative,+,TE,Right
60,Y,3606442,3606443,Y:3606518:+_LeftNegative,+,IG,Left
61,Y,3610388,3610389,Y:3610314:-_RightNegative,-,IG,Right
62,Y,3654573,3654574,Y:3654649:+_LeftNegative,+,IG,Left
63,Y,3668050,3668052,Y:3667977:+_RightNegative,+,IG,Right
64,Y,3677431,3677432,Y:3677357:-_RightNegative,-,IG,Right
65,Y,3727380,3727381,Y:3727306:+_RightNegative,+,IG,Right
66,Y,3811752,3811753,Y:3811678:+_RightNegative,+,IN,Right
67,Y,3848937,3848940,Y:3849013:-_LeftNegative,-,AI,Left
68,Y,3863797,3863809,Y:3863873:+_LeftNegative,+,EX,Left
69,Y,3915628,3915629,Y:3915704:+_LeftNegative,+,IG,Left
70,Y,4031487,4031488,Y:4031413:-_RightNegative,-,IG,Right
71,Y,4032227,4032228,Y:4032153:-_RightNegative,-,IG,Right
72,Y,4040803,4040804,Y:4040729:-_RightNegative,-,AI,Right
73,Y,4102378,4102379,Y:4102454:+_LeftNegative,+,IG,Left
74,Y,4118081,4118083,Y:4118158:+_LeftNegative,+,IG,Left
75,Y,4121032,4121041,Y:4121116:+_LeftNegative,+,IG,Left
76,Y,4147881,4147882,Y:4147807:-_RightNegative,-,IG,Right
77,Y,4152657,4152658,Y:4152733:+_LeftNegative,+,IG,Left
78,Y,4155662,4155663,Y:4155738:+_LeftNegative,+,IG,Left
79,Y,4165711,4165712,Y:4165637:+_RightNegative,+,IG,Right
80,Y,4235058,4235059,Y:4235134:-_LeftNegative,-,IG,Left
81,Y,4331962,4331965,Y:4332040:+_LeftNegative,+,IG,Left
82,Y,4344704,4344711,Y:4344780:-_LeftNegative,-,IG,Left
83,Y,4344861,4344909,Y:4344811:-_RightNegative,-,IG,Right
84,Y,4355054,4355055,Y:4354980:+_RightNegative,+,IG,Right
85,Y,4408520,4408521,Y:4408596:-_LeftNegative,-,IG,Left
86,Y,4424893,4424894,Y:4424819:+_RightNegative,+,IG,Right
87,Y,4470496,4470497,Y:4470422:-_RightNegative,-,IG,Right
88,Y,4557071,4557072,Y:4556997:-_RightNegative,-,IG,Right
89,Y,4581644,4581645,Y:4581720:-_LeftNegative,-,IG,Left
90,Y,4600229,4600230,Y:4600305:+_LeftNegative,+,IG,Left
91,Y,4656182,4656183,Y:4656258:-_LeftNegative,-,IG,Left
92,Y,4692724,4692725,Y:4692650:+_RightNegative,+,IG,Right
93,Y,4788330,4788334,Y:4788406:-_LeftNegative,-,IG,Left
94,Y,4793734,4793735,Y:4793660:+_RightNegative,+,IG,Right
95,Y,4795139,4795140,Y:4795065:+_RightNegative,+,IG,Right
96,Y,4820498,4820499,Y:4820574:-_LeftNegative,-,IG,Left
97,Y,4840565,4840566,Y:4840491:+_RightNegative,+,IG,Right
98,Y,4847229,4847230,Y:4847155:-_RightNegative,-,IG,Right
99,Y,4861229,4861230,Y:4861305:-_LeftNegative,-,IG,Left
100,Y,4908070,4908071,Y:4908146:-_LeftNegative,-,IG,Left
101,Y,4911617,4911618,Y:4911543:-_RightNegative,-,IG,Right
102,Y,4935348,4935349,Y:4935274:-_RightNegative,-,IG,Right
103,Y,4936923,4936924,Y:4936849:-_RightNegative,-,IG,Right
104,Y,4980370,4980371,Y:4980296:-_RightNegative,-,IG,Right
105,Y,5003507,5003508,Y:5003433:+_RightNegative,+,IN,Right
106,Y,5006528,5006548,Y:5006623:+_LeftNegative,+,IN,Left
107,Y,5054983,5054984,Y:5054909:-_RightNegative,-,AI,Right
108,Y,5100192,5100193,Y:5100268:+_LeftNegative,+,TE,Left
109,Y,5109006,5109020,Y:5109086:+_LeftNegative,+,IN,Left
110,Y,5113171,5113183,Y:5113100:+_RightNegative,+,IN,Right
111,Y,5160349,5160350,Y:5160275:+_RightNegative,+,IN,Right
112,Y,5272754,5272755,Y:5272830:+_LeftNegative,+,IN,Left
113,Y,5357844,5357845,Y:5357920:-_LeftNegative,-,AI,Left
114,Y,5366784,5366785,Y:5366710:-_RightNegative,-,AI,Right
115,Y,5393582,5393600,Y:5393658:-_LeftNegative,-,AI,Left
116,Y,5402563,5402564,Y:5402639:-_LeftNegative,-,AI,Left
117,Y,5450615,5450617,Y:5450542:+_RightNegative,+,IN,Right
118,Y,5469960,5469961,Y:5470036:-_LeftNegative,-,AI,Left
119,Y,5483422,5483423,Y:5483498:-_LeftNegative,-,AI,Left
120,Y,5516147,5516149,Y:5516223:-_LeftNegative,-,AI,Left
121,Y,5557706,5557707,Y:5557632:-_RightNegative,-,AI,Right
