,seqName,start,end,clusterID,strand,type,side
0,X,276844,276852,X:276927:+_LeftNegative,+,IN,Left
1,X,276994,277002,X:276927:+_RightNegative,+,IN,Right
2,X,278873,278879,X:278953:-_LeftNegative,-,AI,Left
3,X,279023,279029,X:278953:-_RightNegative,-,AI,Right
4,X,279112,279147,X:279203:-_LeftNegative,-,AI,Left
5,X,279314,279315,X:279240:-_RightNegative,-,AI,Right
6,X,279721,279722,X:279797:-_LeftNegative,-,AI,Left
7,X,279871,279872,X:279797:-_RightNegative,-,AI,Right
8,X,282617,282618,X:282693:+_LeftNegative,+,IN,Left
9,X,282767,282768,X:282693:+_RightNegative,+,IN,Right
10,X,283037,283046,X:283115:-_LeftNegative,-,AI,Left
11,X,283187,283196,X:283115:-_RightNegative,-,AI,Right
12,X,287816,287824,X:287896:-_LeftNegative,-,AI,Left
13,X,287966,287974,X:287896:-_RightNegative,-,AI,Right
14,X,293239,293264,X:293325:+_LeftNegative,+,IN,Left
15,X,293389,293414,X:293325:+_RightNegative,+,IN,Right
16,X,293391,293429,X:293484:+_LeftNegative,+,IN,Left
17,X,293541,293579,X:293484:+_RightNegative,+,IN,Right
18,X,293883,293884,X:293959:-_LeftNegative,-,AI,Left
19,X,294033,294034,X:293959:-_RightNegative,-,AI,Right
20,X,296381,296410,X:296485:+_LeftNegative,+,IN,Left
21,X,296531,296560,X:296485:+_RightNegative,+,IN,Right
22,X,296636,296637,X:296712:+_LeftNegative,+,IN,Left
23,X,296786,296787,X:296712:+_RightNegative,+,IN,Right
24,X,299352,299375,X:299442:+_LeftNegative,+,TE,Left
25,X,299541,299567,X:299485:+_RightNegative,+,TE,Right
26,X,299534,299554,X:299623:+_LeftNegative,+,TE,Left
27,X,299684,299704,X:299623:+_RightNegative,+,TE,Right
28,X,299830,299831,X:299906:+_LeftNegative,+,TE,Left
29,X,299980,299981,X:299906:+_RightNegative,+,TE,Right
30,X,300658,300659,X:300734:+_LeftNegative,+,TE,Left
31,X,300808,300809,X:300734:+_RightNegative,+,TE,Right
32,X,303157,303161,X:303233:+_LeftNegative,+,TE,Left
33,X,303249,303308,X:303353:-_LeftNegative,-,AE,Left
34,X,303399,303458,X:303353:-_RightNegative,-,AE,Right
35,X,303415,303447,X:303372:+_RightNegative,+,TE,Right
36,X,304665,304710,X:304760:-_LeftNegative,-,TE,Left
37,X,304815,304860,X:304760:-_RightNegative,-,TE,Right
38,X,306478,306485,X:306558:-_LeftNegative,-,IN,Left
39,X,306628,306635,X:306558:-_RightNegative,-,IN,Right
40,X,306942,306959,X:307033:-_LeftNegative,-,IN,Left
41,X,307092,307109,X:307033:-_RightNegative,-,IN,Right
42,X,308217,308237,X:308312:+_LeftNegative,+,AI,Left
43,X,308435,308463,X:308367:+_RightNegative,+,AI,Right
44,X,311845,311846,X:311921:-_LeftNegative,-,IN,Left
45,X,311995,311996,X:311921:-_RightNegative,-,IN,Right
46,X,313802,313806,X:313881:+_LeftNegative,+,AI,Left
47,X,313952,313956,X:313881:+_RightNegative,+,AI,Right
48,X,315597,315608,X:315683:+_LeftNegative,+,AI,Left
49,X,315747,315758,X:315683:+_RightNegative,+,AI,Right
50,X,317434,317452,X:317519:+_LeftNegative,+,AI,Left
51,X,317584,317602,X:317519:+_RightNegative,+,AI,Right
52,X,323081,323082,X:323157:+_LeftNegative,+,IG,Left
53,X,323231,323232,X:323157:+_RightNegative,+,IG,Right
54,X,325067,325068,X:325143:+_LeftNegative,+,IG,Left
55,X,325217,325218,X:325143:+_RightNegative,+,IG,Right
56,X,326898,326925,X:326998:+_LeftNegative,+,IG,Left
57,X,327048,327075,X:326998:+_RightNegative,+,IG,Right
58,X,326916,326935,X:326996:-_LeftNegative,-,IG,Left
59,X,327066,327085,X:326996:-_RightNegative,-,IG,Right
60,X,327322,327345,X:327398:-_LeftNegative,-,IG,Left
61,X,327510,327513,X:327436:-_RightNegative,-,IG,Right
62,X,329805,329813,X:329888:-_LeftNegative,-,IG,Left
63,X,329955,329963,X:329888:-_RightNegative,-,IG,Right
64,X,333858,333905,X:333956:-_LeftNegative,-,TE,Left
65,X,334008,334055,X:333956:-_RightNegative,-,TE,Right
66,X,334145,334189,X:334239:-_LeftNegative,-,TE,Left
67,X,334295,334339,X:334239:-_RightNegative,-,TE,Right
68,X,334172,334215,X:334274:+_LeftNegative,+,AE,Left
69,X,334322,334365,X:334274:+_RightNegative,+,AE,Right
70,X,344766,344768,X:344842:-_LeftNegative,-,IN,Left
71,X,344958,344987,X:344909:-_RightNegative,-,TE,Right
72,X,345585,345586,X:345661:-_LeftNegative,-,TE,Left
73,X,345735,345736,X:345661:-_RightNegative,-,TE,Right
74,X,348928,348931,X:349005:-_LeftNegative,-,IN,Left
75,X,349147,349150,X:349073:-_RightNegative,-,IN,Right
76,X,352153,352154,X:352229:+_LeftNegative,+,AI,Left
77,X,352303,352304,X:352229:+_RightNegative,+,AI,Right
78,X,359498,359511,X:359574:+_LeftNegative,+,AI,Left
