,seqName,start,end,clusterID,strand,type,side
0,Y,2786755,2786757,Y:2786856:-_LeftNegative,-,TE,Left
1,Y,2808423,2808424,Y:2808524:-_LeftNegative,-,IG,Left
2,Y,2833890,2833891,Y:2833791:-_RightNegative,-,IN,Right
3,Y,2834832,2834834,Y:2834933:-_LeftNegative,-,IN,Left
4,Y,2844066,2844076,Y:2844176:+_LeftNegative,+,EX,Left
5,Y,2845241,2845242,Y:2845142:-_RightNegative,-,AI,Right
6,Y,2854708,2854711,Y:2854610:+_RightNegative,+,EX,Right
7,Y,2865042,2865054,Y:2865150:+_LeftNegative,+,EX,Left
8,Y,2865412,2865416,Y:2865316:+_RightNegative,+,IN,Right
9,Y,2866715,2866748,Y:2866824:+_LeftNegative,+,TE,Left
10,Y,2866788,2866833,Y:2866913:-_LeftNegative,-,AE,Left
11,Y,2867359,2867372,Y:2867265:+_RightNegative,+,TE,Right
12,Y,2879861,2879862,Y:2879762:-_RightNegative,-,AI,Right
13,Y,2880942,2880946,Y:2880844:+_RightNegative,+,IN,Right
14,Y,2911976,2911977,Y:2912077:-_LeftNegative,-,AI,Left
15,Y,2921981,2921982,Y:2921882:-_RightNegative,-,AI,Right
16,Y,2924995,2924996,Y:2925096:+_LeftNegative,+,IN,Left
17,Y,2934309,2934318,Y:2934411:-_LeftNegative,-,TE,Left
18,Y,2934611,2934649,Y:2934525:-_RightNegative,-,TE,Right
19,Y,2954852,2954853,Y:2954753:+_RightNegative,+,IN,Right
20,Y,2962854,2962866,Y:2962758:+_RightNegative,+,IN,Right
21,Y,2962807,2962813,Y:2962908:+_LeftNegative,+,IN,Left
22,Y,2963864,2963867,Y:2963966:+_LeftNegative,+,IN,Left
23,Y,2966148,2966150,Y:2966049:-_RightNegative,-,DS,Right
24,Y,2966658,2966659,Y:2966559:+_RightNegative,+,IN,Right
25,Y,2966460,2966485,Y:2966580:-_LeftNegative,-,DS,Left
26,Y,2966775,2966802,Y:2966676:-_RightNegative,-,DS,Right
27,Y,2966948,2966950,Y:2966850:-_RightNegative,-,TE,Right
28,Y,2970337,2970339,Y:2970239:+_RightNegative,+,IN,Right
29,Y,2970469,2970470,Y:2970570:-_LeftNegative,-,IN,Left
30,Y,2974061,2974062,Y:2973962:-_RightNegative,-,IN,Right
