,seqName,start,end,clusterID,strand,type,side
0,2,15047,15048,2:14973:+_RightNegative,+,IG,Right
1,2,17205,17206,2:17131:+_RightNegative,+,IG,Right
2,2,36955,36956,2:36881:-_RightNegative,-,IG,Right
3,2,37167,37181,2:37093:-_RightNegative,-,IG,Right
4,2,38733,38762,2:38816:-_LeftNegative,-,TE,Left
5,2,38763,38764,2:38839:+_LeftNegative,+,AE,Left
6,2,39353,39354,2:39279:-_RightNegative,-,TE,Right
7,2,39806,39808,2:39882:-_LeftNegative,-,TE,Left
8,2,41063,41065,2:41140:-_LeftNegative,-,TE,Left
9,2,41272,41310,2:41221:-_RightNegative,-,TE,Right
10,2,46929,46930,2:47005:-_LeftNegative,-,IG,Left
11,2,47784,47786,2:47710:+_RightNegative,+,AU,Right
12,2,72170,72172,2:72097:+_RightNegative,+,IG,Right
13,2,89708,89709,2:89784:+_LeftNegative,+,IG,Left
14,2,105437,105439,2:105364:-_RightNegative,-,IG,Right
15,2,121011,121012,2:120937:+_RightNegative,+,IG,Right
16,2,133170,133171,2:133096:+_RightNegative,+,IG,Right
17,2,159064,159065,2:159140:-_LeftNegative,-,IG,Left
18,2,169304,169306,2:169231:-_RightNegative,-,IG,Right
19,2,174397,174400,2:174323:-_RightNegative,-,IG,Right
20,2,186971,186997,2:186921:-_RightNegative,-,IG,Right
21,2,197397,197408,2:197332:-_RightNegative,-,AU,Right
22,2,217352,217358,2:217278:-_RightNegative,-,DS,Right
23,2,218211,218226,2:218146:-_RightNegative,-,TE,Right
24,2,218085,218086,2:218161:+_LeftNegative,+,AE,Left
25,2,224098,224099,2:224174:+_LeftNegative,+,AI,Left
26,2,224340,224363,2:224266:-_RightNegative,-,IN,Right
27,2,224327,224328,2:224403:-_LeftNegative,-,IN,Left
28,2,224502,224503,2:224428:-_RightNegative,-,IN,Right
29,2,230440,230461,2:230380:-_RightNegative,-,TE,Right
30,2,231328,231335,2:231406:-_LeftNegative,-,IN,Left
31,2,231610,231612,2:231536:-_RightNegative,-,IN,Right
32,2,232162,232163,2:232238:-_LeftNegative,-,IN,Left
33,2,232947,232962,2:232878:-_RightNegative,-,IN,Right
34,2,239462,239488,2:239544:-_LeftNegative,-,TE,Left
35,2,242333,242334,2:242409:+_LeftNegative,+,AI,Left
36,2,242334,242335,2:242410:-_LeftNegative,-,IN,Left
37,2,242661,242662,2:242587:+_RightNegative,+,AI,Right
