,seqName,start,end,clusterID,strand,type,side
0,X,276819,276827,X:276927:+_LeftNegative,+,IN,Left
1,X,279048,279054,X:278953:-_RightNegative,-,AI,Right
2,X,279339,279340,X:279240:-_RightNegative,-,AI,Right
3,X,279696,279697,X:279797:-_LeftNegative,-,AI,Left
4,X,282592,282593,X:282693:+_LeftNegative,+,IN,Left
5,X,283012,283021,X:283115:-_LeftNegative,-,AI,Left
6,X,287991,287999,X:287896:-_RightNegative,-,AI,Right
7,X,293214,293239,X:293325:+_LeftNegative,+,IN,Left
8,X,293566,293604,X:293484:+_RightNegative,+,IN,Right
9,X,293858,293859,X:293959:-_LeftNegative,-,AI,Left
10,X,296556,296585,X:296485:+_RightNegative,+,IN,Right
11,X,296811,296812,X:296712:+_RightNegative,+,IN,Right
12,X,299327,299350,X:299442:+_LeftNegative,+,TE,Left
13,X,299709,299729,X:299623:+_RightNegative,+,TE,Right
14,X,299805,299806,X:299906:+_LeftNegative,+,TE,Left
15,X,300633,300634,X:300734:+_LeftNegative,+,TE,Left
16,X,303132,303136,X:303233:+_LeftNegative,+,TE,Left
17,X,303424,303483,X:303353:-_RightNegative,-,AE,Right
18,X,303440,303472,X:303372:+_RightNegative,+,TE,Right
19,X,304640,304685,X:304760:-_LeftNegative,-,TE,Left
20,X,306653,306660,X:306558:-_RightNegative,-,IN,Right
21,X,306917,306934,X:307033:-_LeftNegative,-,IN,Left
22,X,308192,308212,X:308312:+_LeftNegative,+,AI,Left
23,X,308460,308488,X:308367:+_RightNegative,+,AI,Right
24,X,311820,311821,X:311921:-_LeftNegative,-,IN,Left
25,X,313777,313781,X:313881:+_LeftNegative,+,AI,Left
26,X,315772,315783,X:315683:+_RightNegative,+,AI,Right
27,X,317609,317627,X:317519:+_RightNegative,+,AI,Right
28,X,323256,323257,X:323157:+_RightNegative,+,IG,Right
29,X,325042,325043,X:325143:+_LeftNegative,+,IG,Left
30,X,327073,327100,X:326998:+_RightNegative,+,IG,Right
31,X,326891,326910,X:326996:-_LeftNegative,-,IG,Left
32,X,327297,327320,X:327398:-_LeftNegative,-,IG,Left
33,X,327535,327538,X:327436:-_RightNegative,-,IG,Right
34,X,329780,329788,X:329888:-_LeftNegative,-,IG,Left
35,X,333833,333880,X:333956:-_LeftNegative,-,TE,Left
36,X,334320,334364,X:334239:-_RightNegative,-,TE,Right
37,X,334147,334190,X:334274:+_LeftNegative,+,AE,Left
38,X,344741,344743,X:344842:-_LeftNegative,-,IN,Left
39,X,344983,345012,X:344909:-_RightNegative,-,TE,Right
40,X,345760,345761,X:345661:-_RightNegative,-,TE,Right
41,X,348903,348906,X:349005:-_LeftNegative,-,IN,Left
42,X,349172,349175,X:349073:-_RightNegative,-,IN,Right
43,X,352128,352129,X:352229:+_LeftNegative,+,AI,Left
44,X,359473,359486,X:359574:+_LeftNegative,+,AI,Left
45,X,368865,368868,X:368967:-_LeftNegative,-,IN,Left
46,X,372842,372864,X:372960:+_LeftNegative,+,AI,Left
47,X,374854,374855,X:374755:+_RightNegative,+,AI,Right
48,X,384372,384381,X:384279:-_RightNegative,-,IN,Right
49,X,388118,388119,X:388219:-_LeftNegative,-,TE,Left
50,X,406283,406285,X:406385:+_LeftNegative,+,DS,Left
51,X,406529,406550,X:406430:+_RightNegative,+,DS,Right
52,X,412234,412257,X:412346:+_LeftNegative,+,IG,Left
53,X,415323,415326,X:415425:+_LeftNegative,+,IG,Left
54,X,416396,416407,X:416503:+_LeftNegative,+,IG,Left
55,X,421879,421882,X:421982:+_LeftNegative,+,TE,Left
56,X,433271,433272,X:433172:-_RightNegative,-,IG,Right
57,X,434657,434666,X:434558:-_RightNegative,-,IG,Right
58,X,443292,443298,X:443398:+_LeftNegative,+,IG,Left
59,X,446163,446188,X:446286:+_LeftNegative,+,IG,Left
60,X,453392,453393,X:453293:-_RightNegative,-,IG,Right
61,X,453791,453804,X:453703:+_RightNegative,+,IG,Right
62,X,454042,454050,X:453950:+_RightNegative,+,IG,Right
63,X,472140,472148,X:472248:+_LeftNegative,+,IG,Left
64,X,497594,497597,X:497696:+_LeftNegative,+,IG,Left
65,X,504540,504541,X:504441:-_RightNegative,-,IG,Right
66,X,504732,504734,X:504834:+_LeftNegative,+,IG,Left
67,X,506879,506880,X:506980:+_LeftNegative,+,IG,Left
68,X,507111,507114,X:507014:+_RightNegative,+,IG,Right
69,X,523153,523154,X:523254:-_LeftNegative,-,DS,Left
70,X,545255,545272,X:545170:-_RightNegative,-,DS,Right
71,X,546276,546281,X:546381:+_LeftNegative,+,IG,Left
72,X,553524,553527,X:553425:-_RightNegative,-,IG,Right
73,X,594326,594334,X:594434:+_LeftNegative,+,IG,Left
74,X,594622,594630,X:594730:+_LeftNegative,+,IG,Left
75,X,594833,594834,X:594734:-_RightNegative,-,IG,Right
76,X,605837,605839,X:605939:+_LeftNegative,+,IG,Left
77,X,607017,607018,X:606918:-_RightNegative,-,IG,Right
78,X,636472,636490,X:636373:-_RightNegative,-,AI,Right
79,X,644888,644891,X:644989:-_LeftNegative,-,AE,Left
80,X,651480,651483,X:651582:+_LeftNegative,+,IN,Left
81,X,652227,652228,X:652328:-_LeftNegative,-,AI,Left
82,X,688278,688279,X:688379:-_LeftNegative,-,IG,Left
83,X,695508,695509,X:695609:-_LeftNegative,-,IG,Left
84,X,723046,723060,X:723147:-_LeftNegative,-,IG,Left
85,X,726997,727017,X:726898:-_RightNegative,-,IG,Right
86,X,726974,726978,X:727077:+_LeftNegative,+,IG,Left
87,X,744304,744313,X:744413:+_LeftNegative,+,IG,Left
88,X,765170,765171,X:765071:-_RightNegative,-,IG,Right
89,X,766650,766652,X:766752:-_LeftNegative,-,IG,Left
90,X,774877,774878,X:774978:-_LeftNegative,-,IG,Left
91,X,783800,783801,X:783901:-_LeftNegative,-,IG,Left
