,seqName,start,end,clusterID,strand,type,side
0,Y,2786805.0,2786807.0,Y:2786856:-_LeftNegative,-,TE,Left
0,Y,2786905.0,2786907.0,Y:2786856:-_RightNegative,-,TE,Right
0,Y,2808473.0,2808474.0,Y:2808524:-_LeftNegative,-,IG,Left
0,Y,2808573.0,2808574.0,Y:2808524:-_RightNegative,-,IG,Right
0,Y,2833740.0,2833741.0,Y:2833791:-_LeftNegative,-,IN,Left
0,Y,2833840.0,2833841.0,Y:2833791:-_RightNegative,-,IN,Right
0,Y,2834882.0,2834884.0,Y:2834933:-_LeftNegative,-,IN,Left
0,Y,2834982.0,2834984.0,Y:2834933:-_RightNegative,-,IN,Right
0,Y,2844116.0,2844126.0,Y:2844176:+_LeftNegative,+,EX,Left
0,Y,2844216.0,2844226.0,Y:2844176:+_RightNegative,+,EX,Right
0,Y,2845091.0,2845092.0,Y:2845142:-_LeftNegative,-,AI,Left
0,Y,2845191.0,2845192.0,Y:2845142:-_RightNegative,-,AI,Right
0,Y,2854558.0,2854561.0,Y:2854610:+_LeftNegative,+,EX,Left
0,Y,2854658.0,2854661.0,Y:2854610:+_RightNegative,+,EX,Right
0,Y,2865092.0,2865104.0,Y:2865150:+_LeftNegative,+,EX,Left
0,Y,2865249.0,2865274.0,Y:2865222:+_RightNegative,+,EX,Right
0,Y,2866765.0,2866798.0,Y:2866824:+_LeftNegative,+,TE,Left
0,Y,2866838.0,2866883.0,Y:2866913:-_LeftNegative,-,AE,Left
0,Y,2866938.0,2866983.0,Y:2866913:-_RightNegative,-,AE,Right
0,Y,2867014.0,2867054.0,Y:2867086:+_LeftNegative,+,TE,Left
0,Y,2867115.0,2867117.0,Y:2867167:+_LeftNegative,+,TE,Left
0,Y,2867215.0,2867217.0,Y:2867167:+_RightNegative,+,TE,Right
0,Y,2879711.0,2879712.0,Y:2879762:-_LeftNegative,-,AI,Left
0,Y,2879811.0,2879812.0,Y:2879762:-_RightNegative,-,AI,Right
0,Y,2880792.0,2880796.0,Y:2880844:+_LeftNegative,+,IN,Left
0,Y,2880892.0,2880896.0,Y:2880844:+_RightNegative,+,IN,Right
0,Y,2912026.0,2912027.0,Y:2912077:-_LeftNegative,-,AI,Left
0,Y,2912126.0,2912127.0,Y:2912077:-_RightNegative,-,AI,Right
0,Y,2921831.0,2921832.0,Y:2921882:-_LeftNegative,-,AI,Left
0,Y,2921931.0,2921932.0,Y:2921882:-_RightNegative,-,AI,Right
0,Y,2925045.0,2925046.0,Y:2925096:+_LeftNegative,+,IN,Left
0,Y,2925145.0,2925146.0,Y:2925096:+_RightNegative,+,IN,Right
0,Y,2934359.0,2934368.0,Y:2934411:-_LeftNegative,-,TE,Left
0,Y,2934459.0,2934468.0,Y:2934411:-_RightNegative,-,TE,Right
0,Y,2954702.0,2954703.0,Y:2954753:+_LeftNegative,+,IN,Left
0,Y,2954802.0,2954803.0,Y:2954753:+_RightNegative,+,IN,Right
0,Y,2962704.0,2962716.0,Y:2962758:+_LeftNegative,+,IN,Left
0,Y,2962804.0,2962816.0,Y:2962758:+_RightNegative,+,IN,Right
0,Y,2962857.0,2962863.0,Y:2962908:+_LeftNegative,+,IN,Left
0,Y,2962957.0,2962963.0,Y:2962908:+_RightNegative,+,IN,Right
0,Y,2963914.0,2963917.0,Y:2963966:+_LeftNegative,+,IN,Left
0,Y,2964014.0,2964017.0,Y:2963966:+_RightNegative,+,IN,Right
0,Y,2965998.0,2966000.0,Y:2966049:-_LeftNegative,-,DS,Left
0,Y,2966098.0,2966100.0,Y:2966049:-_RightNegative,-,DS,Right
0,Y,2966508.0,2966509.0,Y:2966559:+_LeftNegative,+,IN,Left
0,Y,2966608.0,2966609.0,Y:2966559:+_RightNegative,+,IN,Right
0,Y,2966510.0,2966535.0,Y:2966580:-_LeftNegative,-,DS,Left
0,Y,2966610.0,2966635.0,Y:2966580:-_RightNegative,-,DS,Right
0,Y,2966798.0,2966800.0,Y:2966850:-_LeftNegative,-,TE,Left
0,Y,2966898.0,2966900.0,Y:2966850:-_RightNegative,-,TE,Right
0,Y,2970187.0,2970189.0,Y:2970239:+_LeftNegative,+,IN,Left
0,Y,2970287.0,2970289.0,Y:2970239:+_RightNegative,+,IN,Right
0,Y,2970519.0,2970520.0,Y:2970570:-_LeftNegative,-,IN,Left
0,Y,2970619.0,2970620.0,Y:2970570:-_RightNegative,-,IN,Right
