,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,17,TE,1,50,5.940196442901604e-07,1,0,5466,4256,604,1814
1,17,IN,1,50,5.940196442901604e-07,1,0,4462,3568,1572,2466
2,17,TE,1,50,1.016535778812721e-06,1,0,5466,4256,604,1814
3,17,IN,1,50,1.016535778812721e-06,1,0,4462,3568,1572,2466
4,17,TE,1,50,1.6093086668181623e-06,1,0,5466,4256,604,1814
5,17,IN,1,50,1.6093086668181623e-06,1,0,4462,3568,1572,2466
6,17,TE,1,50,2.0779157985436884e-06,1,0,5466,4256,604,1814
7,17,IN,1,50,2.0779157985436884e-06,1,0,4462,3568,1572,2466
8,17,TE,1,50,2.790339598377975e-06,1,0,5466,4256,604,1814
9,17,IN,1,50,2.790339598377975e-06,1,0,4462,3568,1572,2466
10,17,TE,1,50,3.717084910976357e-06,1,0,5466,4256,604,1814
11,17,IN,1,50,3.717084910976357e-06,1,0,4461,3568,1573,2466
12,17,TE,1,50,4.505954604354668e-06,1,0,5465,4256,605,1814
13,17,IN,1,50,4.505954604354668e-06,1,0,4460,3568,1574,2466
14,17,TE,1,50,8.321941163168395e-06,1,0,5454,4246,616,1824
15,17,IN,1,50,8.321941163168395e-06,1,0,4448,3564,1586,2470
16,17,TE,1,50,1.1018953906086284e-05,1,0,5432,4229,638,1841
17,17,IN,1,50,1.1018953906086284e-05,1,0,4430,3554,1604,2480
18,17,TE,1,50,1.3402359850748068e-05,1,0,5409,4214,661,1856
19,17,IN,1,50,1.3402359850748068e-05,1,0,4410,3537,1624,2497
20,17,TE,1,50,1.55044306682279e-05,1,0,5382,4190,688,1880
21,17,IN,1,50,1.55044306682279e-05,1,0,4382,3519,1652,2515
22,17,TE,1,50,1.7471071247752787e-05,1,0,5356,4169,714,1901
23,17,IN,1,50,1.7471071247752787e-05,1,0,4366,3509,1668,2525
24,17,TE,1,50,1.9366859082867094e-05,1,0,5316,4140,754,1930
