,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,11,TE,1,50,5.940196442901604e-07,1,0,5284,4203,641,1722
1,11,IN,1,50,5.940196442901604e-07,1,0,5239,4314,1942,2867
2,11,TE,1,50,1.016535778812721e-06,1,0,5284,4203,641,1722
3,11,IN,1,50,1.016535778812721e-06,1,0,5239,4314,1942,2867
4,11,TE,1,50,1.6093086668181623e-06,1,0,5284,4203,641,1722
5,11,IN,1,50,1.6093086668181623e-06,1,0,5239,4314,1942,2867
6,11,TE,1,50,2.0779157985436884e-06,1,0,5284,4203,641,1722
7,11,IN,1,50,2.0779157985436884e-06,1,0,5239,4314,1942,2867
8,11,TE,1,50,2.790339598377975e-06,1,0,5284,4203,641,1722
9,11,IN,1,50,2.790339598377975e-06,1,0,5239,4314,1942,2867
10,11,TE,1,50,3.717084910976357e-06,1,0,5284,4203,641,1722
11,11,IN,1,50,3.717084910976357e-06,1,0,5239,4314,1942,2867
12,11,TE,1,50,4.505954604354668e-06,1,0,5284,4203,641,1722
13,11,IN,1,50,4.505954604354668e-06,1,0,5239,4314,1942,2867
14,11,TE,1,50,8.321941163168395e-06,1,0,5268,4196,657,1729
15,11,IN,1,50,8.321941163168395e-06,1,0,5229,4313,1952,2868
16,11,TE,1,50,1.1018953906086284e-05,1,0,5254,4183,671,1742
17,11,IN,1,50,1.1018953906086284e-05,1,0,5219,4301,1962,2880
18,11,TE,1,50,1.3402359850748068e-05,1,0,5240,4171,685,1754
19,11,IN,1,50,1.3402359850748068e-05,1,0,5206,4293,1975,2888
20,11,TE,1,50,1.55044306682279e-05,1,0,5226,4152,699,1773
21,11,IN,1,50,1.55044306682279e-05,1,0,5189,4285,1992,2896
22,11,TE,1,50,1.7471071247752787e-05,1,0,5206,4131,719,1794
23,11,IN,1,50,1.7471071247752787e-05,1,0,5175,4272,2006,2909
24,11,TE,1,50,1.9366859082867094e-05,1,0,5180,4108,745,1817
25,11,IN,1,50,1.9366859082867094e-05,1,0,5163,4260,2018,2921
26,11,TE,1,50,2.1228257879976858e-05,1,0,5156,4090,769,1835
27,11,IN,1,50,2.1228257879976858e-05,1,0,5148,4245,2033,2936
28,11,TE,1,50,2.3079783295543167e-05,1,0,5115,4071,810,1854
29,11,IN,1,50,2.3079783295543167e-05,1,0,5121,4233,2060,2948
30,11,TE,1,50,2.4937689210803773e-05,1,0,5081,4057,844,1868
31,11,IN,1,50,2.4937689210803773e-05,1,0,5100,4211,2081,2970
32,11,TE,1,50,2.6815016326074932e-05,1,0,5062,4020,863,1905
33,11,IN,1,50,2.6815016326074932e-05,1,0,5072,4188,2109,2993
34,11,TE,1,50,2.8720159718362152e-05,1,0,5038,3993,887,1932
35,11,IN,1,50,2.8720159718362152e-05,1,0,5047,4163,2134,3018
36,11,TE,1,50,3.066303628341213e-05,1,0,5006,3973,919,1952
37,11,IN,1,50,3.066303628341213e-05,1,0,5021,4130,2160,3051
38,11,TE,1,50,3.265147045275237e-05,1,0,4984,3943,941,1982
39,11,IN,1,50,3.265147045275237e-05,1,0,4995,4111,2186,3070
40,11,TE,1,50,3.469387050113955e-05,1,0,4961,3919,964,2006
41,11,IN,1,50,3.469387050113955e-05,1,0,4978,4093,2203,3088
