,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,12,TE,1,50,5.940196442901604e-07,1,0,6158,4945,799,2012
1,12,IN,1,50,5.940196442901604e-07,1,0,6156,5097,2353,3412
2,12,TE,1,50,1.016535778812721e-06,1,0,6158,4945,799,2012
3,12,IN,1,50,1.016535778812721e-06,1,0,6156,5097,2353,3412
4,12,TE,1,50,1.6093086668181623e-06,1,0,6158,4945,799,2012
5,12,IN,1,50,1.6093086668181623e-06,1,0,6156,5097,2353,3412
6,12,TE,1,50,2.0779157985436884e-06,1,0,6158,4945,799,2012
7,12,IN,1,50,2.0779157985436884e-06,1,0,6156,5097,2353,3412
8,12,TE,1,50,2.790339598377975e-06,1,0,6158,4945,799,2012
9,12,IN,1,50,2.790339598377975e-06,1,0,6156,5097,2353,3412
10,12,TE,1,50,3.717084910976357e-06,1,0,6158,4945,799,2012
11,12,IN,1,50,3.717084910976357e-06,1,0,6156,5097,2353,3412
12,12,TE,1,50,4.505954604354668e-06,1,0,6158,4945,799,2012
13,12,IN,1,50,4.505954604354668e-06,1,0,6156,5097,2353,3412
14,12,TE,1,50,8.321941163168395e-06,1,0,6151,4938,806,2019
15,12,IN,1,50,8.321941163168395e-06,1,0,6146,5089,2363,3420
16,12,TE,1,50,1.1018953906086284e-05,1,0,6145,4934,812,2023
17,12,IN,1,50,1.1018953906086284e-05,1,0,6135,5084,2374,3425
18,12,TE,1,50,1.3402359850748068e-05,1,0,6128,4923,829,2034
19,12,IN,1,50,1.3402359850748068e-05,1,0,6118,5072,2391,3437
20,12,TE,1,50,1.55044306682279e-05,1,0,6110,4913,847,2044
21,12,IN,1,50,1.55044306682279e-05,1,0,6100,5059,2409,3450
22,12,TE,1,50,1.7471071247752787e-05,1,0,6097,4900,860,2057
23,12,IN,1,50,1.7471071247752787e-05,1,0,6084,5045,2425,3464
24,12,TE,1,50,1.9366859082867094e-05,1,0,6081,4888,876,2069
25,12,IN,1,50,1.9366859082867094e-05,1,0,6069,5027,2440,3482
26,12,TE,1,50,2.1228257879976858e-05,1,0,6062,4878,895,2079
27,12,IN,1,50,2.1228257879976858e-05,1,0,6050,5009,2459,3500
28,12,TE,1,50,2.3079783295543167e-05,1,0,6045,4861,912,2096
29,12,IN,1,50,2.3079783295543167e-05,1,0,6029,4989,2480,3520
30,12,TE,1,50,2.4937689210803773e-05,1,0,6025,4837,932,2120
31,12,IN,1,50,2.4937689210803773e-05,1,0,6005,4972,2504,3537
32,12,TE,1,50,2.6815016326074932e-05,1,0,6003,4820,954,2137
33,12,IN,1,50,2.6815016326074932e-05,1,0,5984,4958,2525,3551
34,12,TE,1,50,2.8720159718362152e-05,1,0,5981,4803,976,2154
35,12,IN,1,50,2.8720159718362152e-05,1,0,5961,4939,2548,3570
36,12,TE,1,50,3.066303628341213e-05,1,0,5955,4779,1002,2178
37,12,IN,1,50,3.066303628341213e-05,1,0,5937,4919,2572,3590
38,12,TE,1,50,3.265147045275237e-05,1,0,5931,4749,1026,2208
39,12,IN,1,50,3.265147045275237e-05,1,0,5916,4897,2593,3612
40,12,TE,1,50,3.469387050113955e-05,1,0,5905,4725,1052,2232
41,12,IN,1,50,3.469387050113955e-05,1,0,5888,4873,2621,3636
42,12,TE,1,50,3.679424133474234e-05,1,0,5889,4709,1068,2248
43,12,IN,1,50,3.679424133474234e-05,1,0,5859,4845,2650,3664
44,12,TE,1,50,3.896150178308387e-05,1,0,5871,4689,1086,2268
45,12,IN,1,50,3.896150178308387e-05,1,0,5827,4815,2682,3694
46,12,TE,1,50,4.1201815323662365e-05,1,0,5853,4666,1104,2291
47,12,IN,1,50,4.1201815323662365e-05,1,0,5799,4790,2710,3719
48,12,TE,1,50,4.3522270426320884e-05,1,0,5828,4642,1129,2315
49,12,IN,1,50,4.3522270426320884e-05,1,0,5776,4764,2733,3745
50,12,TE,1,50,4.5930620654174636e-05,1,0,5804,4604,1153,2353
51,12,IN,1,50,4.5930620654174636e-05,1,0,5752,4743,2757,3766
52,12,TE,1,50,4.8430748910933426e-05,1,0,5782,4576,1175,2381
53,12,IN,1,50,4.8430748910933426e-05,1,0,5722,4715,2787,3794
54,12,TE,1,50,5.103157420234897e-05,1,0,5751,4554,1206,2403
55,12,IN,1,50,5.103157420234897e-05,1,0,5703,4683,2806,3826
56,12,TE,1,50,5.373863956935208e-05,1,0,5725,4528,1232,2429
57,12,IN,1,50,5.373863956935208e-05,1,0,5671,4656,2838,3853
58,12,TE,1,50,5.6558347537972355e-05,1,0,5696,4502,1261,2455
59,12,IN,1,50,5.6558347537972355e-05,1,0,5645,4621,2864,3888
60,12,TE,1,50,5.9503553162298034e-05,1,0,5669,4468,1288,2489
61,12,IN,1,50,5.9503553162298034e-05,1,0,5618,4585,2891,3924
62,12,TE,1,50,6.258088252872146e-05,1,0,5646,4439,1311,2518
63,12,IN,1,50,6.258088252872146e-05,1,0,5586,4541,2923,3968
64,12,TE,1,50,6.579744633126796e-05,1,0,5625,4392,1332,2565
65,12,IN,1,50,6.579744633126796e-05,1,0,5569,4504,2940,4005
66,12,TE,1,50,6.916279424208485e-05,1,0,5599,4352,1358,2605
67,12,IN,1,50,6.916279424208485e-05,1,0,5540,4469,2969,4040
68,12,TE,1,50,7.26826372011691e-05,1,0,5571,4318,1386,2639
69,12,IN,1,50,7.26826372011691e-05,1,0,5509,4422,3000,4087
70,12,TE,1,50,7.637262516287333e-05,1,0,5547,4284,1410,2673
71,12,IN,1,50,7.637262516287333e-05,1,0,5476,4381,3033,4128
72,12,TE,1,50,8.02413126351504e-05,1,0,5519,4249,1438,2708
73,12,IN,1,50,8.02413126351504e-05,1,0,5446,4343,3063,4166
