,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,6,TE,1,50,5.940196442901604e-07,1,0,5547,4408,723,1862
1,6,IN,1,50,5.940196442901604e-07,1,0,7149,5734,2775,4190
2,6,TE,1,50,1.016535778812721e-06,1,0,5547,4408,723,1862
3,6,IN,1,50,1.016535778812721e-06,1,0,7149,5734,2775,4190
4,6,TE,1,50,1.6093086668181623e-06,1,0,5547,4408,723,1862
5,6,IN,1,50,1.6093086668181623e-06,1,0,7149,5734,2775,4190
6,6,TE,1,50,2.0779157985436884e-06,1,0,5547,4408,723,1862
7,6,IN,1,50,2.0779157985436884e-06,1,0,7149,5734,2775,4190
8,6,TE,1,50,2.790339598377975e-06,1,0,5547,4408,723,1862
9,6,IN,1,50,2.790339598377975e-06,1,0,7149,5734,2775,4190
10,6,TE,1,50,3.717084910976357e-06,1,0,5546,4407,724,1863
11,6,IN,1,50,3.717084910976357e-06,1,0,7149,5734,2775,4190
12,6,TE,1,50,4.505954604354668e-06,1,0,5546,4407,724,1863
13,6,IN,1,50,4.505954604354668e-06,1,0,7149,5734,2775,4190
14,6,TE,1,50,8.321941163168395e-06,1,0,5545,4403,725,1867
15,6,IN,1,50,8.321941163168395e-06,1,0,7143,5723,2781,4201
16,6,TE,1,50,1.1018953906086284e-05,1,0,5539,4396,731,1874
17,6,IN,1,50,1.1018953906086284e-05,1,0,7137,5715,2787,4209
18,6,TE,1,50,1.3402359850748068e-05,1,0,5529,4390,741,1880
19,6,IN,1,50,1.3402359850748068e-05,1,0,7125,5707,2799,4217
20,6,TE,1,50,1.55044306682279e-05,1,0,5517,4384,753,1886
21,6,IN,1,50,1.55044306682279e-05,1,0,7116,5700,2808,4224
22,6,TE,1,50,1.7471071247752787e-05,1,0,5504,4376,766,1894
23,6,IN,1,50,1.7471071247752787e-05,1,0,7093,5686,2831,4238
24,6,TE,1,50,1.9366859082867094e-05,1,0,5496,4366,774,1904
25,6,IN,1,50,1.9366859082867094e-05,1,0,7071,5670,2853,4254
26,6,TE,1,50,2.1228257879976858e-05,1,0,5481,4349,789,1921
27,6,IN,1,50,2.1228257879976858e-05,1,0,7053,5658,2871,4266
28,6,TE,1,50,2.3079783295543167e-05,1,0,5468,4333,802,1937
29,6,IN,1,50,2.3079783295543167e-05,1,0,7028,5648,2896,4276
30,6,TE,1,50,2.4937689210803773e-05,1,0,5449,4322,821,1948
31,6,IN,1,50,2.4937689210803773e-05,1,0,7009,5634,2915,4290
32,6,TE,1,50,2.6815016326074932e-05,1,0,5429,4306,841,1964
33,6,IN,1,50,2.6815016326074932e-05,1,0,6994,5616,2930,4308
34,6,TE,1,50,2.8720159718362152e-05,1,0,5410,4294,860,1976
35,6,IN,1,50,2.8720159718362152e-05,1,0,6980,5598,2944,4326
36,6,TE,1,50,3.066303628341213e-05,1,0,5393,4280,877,1990
37,6,IN,1,50,3.066303628341213e-05,1,0,6955,5585,2969,4339
38,6,TE,1,50,3.265147045275237e-05,1,0,5373,4263,897,2007
39,6,IN,1,50,3.265147045275237e-05,1,0,6933,5567,2991,4357
40,6,TE,1,50,3.469387050113955e-05,1,0,5350,4245,920,2025
41,6,IN,1,50,3.469387050113955e-05,1,0,6912,5543,3012,4381
42,6,TE,1,50,3.679424133474234e-05,1,0,5335,4226,935,2044
43,6,IN,1,50,3.679424133474234e-05,1,0,6887,5513,3037,4411
44,6,TE,1,50,3.896150178308387e-05,1,0,5318,4206,952,2064
45,6,IN,1,50,3.896150178308387e-05,1,0,6860,5489,3064,4435
46,6,TE,1,50,4.1201815323662365e-05,1,0,5303,4188,967,2082
47,6,IN,1,50,4.1201815323662365e-05,1,0,6828,5466,3096,4458
48,6,TE,1,50,4.3522270426320884e-05,1,0,5282,4171,988,2099
49,6,IN,1,50,4.3522270426320884e-05,1,0,6801,5439,3123,4485
50,6,TE,1,50,4.5930620654174636e-05,1,0,5259,4149,1011,2121
51,6,IN,1,50,4.5930620654174636e-05,1,0,6774,5409,3150,4515
52,6,TE,1,50,4.8430748910933426e-05,1,0,5235,4129,1035,2141
53,6,IN,1,50,4.8430748910933426e-05,1,0,6739,5375,3185,4549
54,6,TE,1,50,5.103157420234897e-05,1,0,5214,4106,1056,2164
55,6,IN,1,50,5.103157420234897e-05,1,0,6711,5344,3213,4580
56,6,TE,1,50,5.373863956935208e-05,1,0,5186,4082,1084,2188
57,6,IN,1,50,5.373863956935208e-05,1,0,6680,5308,3244,4616
58,6,TE,1,50,5.6558347537972355e-05,1,0,5168,4059,1102,2211
59,6,IN,1,50,5.6558347537972355e-05,1,0,6641,5271,3283,4653
