,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,3,TE,1,50,5.940196442901604e-07,1,0,6543,5176,814,2181
1,3,IN,1,50,5.940196442901604e-07,1,0,8333,6917,3472,4888
2,3,TE,1,50,1.016535778812721e-06,1,0,6543,5176,814,2181
3,3,IN,1,50,1.016535778812721e-06,1,0,8333,6917,3472,4888
4,3,TE,1,50,1.6093086668181623e-06,1,0,6543,5176,814,2181
5,3,IN,1,50,1.6093086668181623e-06,1,0,8333,6917,3472,4888
6,3,TE,1,50,2.0779157985436884e-06,1,0,6543,5176,814,2181
7,3,IN,1,50,2.0779157985436884e-06,1,0,8333,6917,3472,4888
8,3,TE,1,50,2.790339598377975e-06,1,0,6543,5176,814,2181
9,3,IN,1,50,2.790339598377975e-06,1,0,8333,6917,3472,4888
10,3,TE,1,50,3.717084910976357e-06,1,0,6543,5176,814,2181
11,3,IN,1,50,3.717084910976357e-06,1,0,8333,6916,3472,4889
12,3,TE,1,50,4.505954604354668e-06,1,0,6543,5176,814,2181
13,3,IN,1,50,4.505954604354668e-06,1,0,8333,6915,3472,4890
14,3,TE,1,50,8.321941163168395e-06,1,0,6537,5174,820,2183
15,3,IN,1,50,8.321941163168395e-06,1,0,8325,6903,3480,4902
16,3,TE,1,50,1.1018953906086284e-05,1,0,6522,5163,835,2194
17,3,IN,1,50,1.1018953906086284e-05,1,0,8312,6891,3493,4914
18,3,TE,1,50,1.3402359850748068e-05,1,0,6502,5152,855,2205
19,3,IN,1,50,1.3402359850748068e-05,1,0,8288,6879,3517,4926
20,3,TE,1,50,1.55044306682279e-05,1,0,6496,5139,861,2218
21,3,IN,1,50,1.55044306682279e-05,1,0,8272,6855,3533,4950
22,3,TE,1,50,1.7471071247752787e-05,1,0,6475,5123,882,2234
23,3,IN,1,50,1.7471071247752787e-05,1,0,8252,6842,3553,4963
24,3,TE,1,50,1.9366859082867094e-05,1,0,6460,5107,897,2250
25,3,IN,1,50,1.9366859082867094e-05,1,0,8222,6824,3583,4981
26,3,TE,1,50,2.1228257879976858e-05,1,0,6443,5092,914,2265
27,3,IN,1,50,2.1228257879976858e-05,1,0,8200,6803,3605,5002
28,3,TE,1,50,2.3079783295543167e-05,1,0,6421,5078,936,2279
29,3,IN,1,50,2.3079783295543167e-05,1,0,8180,6788,3625,5017
30,3,TE,1,50,2.4937689210803773e-05,1,0,6405,5053,952,2304
31,3,IN,1,50,2.4937689210803773e-05,1,0,8159,6769,3646,5036
32,3,TE,1,50,2.6815016326074932e-05,1,0,6385,5043,972,2314
33,3,IN,1,50,2.6815016326074932e-05,1,0,8138,6751,3667,5054
34,3,TE,1,50,2.8720159718362152e-05,1,0,6364,5028,993,2329
35,3,IN,1,50,2.8720159718362152e-05,1,0,8112,6732,3693,5073
36,3,TE,1,50,3.066303628341213e-05,1,0,6344,5015,1013,2342
37,3,IN,1,50,3.066303628341213e-05,1,0,8087,6714,3718,5091
38,3,TE,1,50,3.265147045275237e-05,1,0,6329,4996,1028,2361
39,3,IN,1,50,3.265147045275237e-05,1,0,8049,6688,3756,5117
40,3,TE,1,50,3.469387050113955e-05,1,0,6308,4968,1049,2389
41,3,IN,1,50,3.469387050113955e-05,1,0,8022,6669,3783,5136
42,3,TE,1,50,3.679424133474234e-05,1,0,6285,4947,1072,2410
43,3,IN,1,50,3.679424133474234e-05,1,0,7996,6641,3809,5164
44,3,TE,1,50,3.896150178308387e-05,1,0,6260,4927,1097,2430
45,3,IN,1,50,3.896150178308387e-05,1,0,7968,6612,3837,5193
46,3,TE,1,50,4.1201815323662365e-05,1,0,6230,4902,1127,2455
47,3,IN,1,50,4.1201815323662365e-05,1,0,7926,6571,3879,5234
48,3,TE,1,50,4.3522270426320884e-05,1,0,6205,4879,1152,2478
49,3,IN,1,50,4.3522270426320884e-05,1,0,7897,6536,3908,5269
50,3,TE,1,50,4.5930620654174636e-05,1,0,6183,4851,1174,2506
51,3,IN,1,50,4.5930620654174636e-05,1,0,7855,6498,3950,5307
52,3,TE,1,50,4.8430748910933426e-05,1,0,6151,4830,1206,2527
53,3,IN,1,50,4.8430748910933426e-05,1,0,7827,6459,3978,5346
54,3,TE,1,50,5.103157420234897e-05,1,0,6114,4804,1243,2553
55,3,IN,1,50,5.103157420234897e-05,1,0,7786,6410,4019,5395
56,3,TE,1,50,5.373863956935208e-05,1,0,6081,4766,1276,2591
57,3,IN,1,50,5.373863956935208e-05,1,0,7761,6375,4044,5430
58,3,TE,1,50,5.6558347537972355e-05,1,0,6053,4738,1304,2619
59,3,IN,1,50,5.6558347537972355e-05,1,0,7729,6334,4076,5471
60,3,TE,1,50,5.9503553162298034e-05,1,0,6032,4703,1325,2654
61,3,IN,1,50,5.9503553162298034e-05,1,0,7691,6277,4114,5528
62,3,TE,1,50,6.258088252872146e-05,1,0,6004,4664,1353,2693
63,3,IN,1,50,6.258088252872146e-05,1,0,7653,6234,4152,5571
64,3,TE,1,50,6.579744633126796e-05,1,0,5977,4632,1380,2725
65,3,IN,1,50,6.579744633126796e-05,1,0,7610,6193,4195,5612
66,3,TE,1,50,6.916279424208485e-05,1,0,5952,4601,1405,2756
67,3,IN,1,50,6.916279424208485e-05,1,0,7589,6133,4216,5672
68,3,TE,1,50,7.26826372011691e-05,1,0,5920,4560,1437,2797
69,3,IN,1,50,7.26826372011691e-05,1,0,7552,6075,4253,5730
70,3,TE,1,50,7.637262516287333e-05,1,0,5887,4517,1470,2840
71,3,IN,1,50,7.637262516287333e-05,1,0,7509,6014,4296,5791
72,3,TE,1,50,8.02413126351504e-05,1,0,5861,4480,1496,2877
73,3,IN,1,50,8.02413126351504e-05,1,0,7476,5956,4329,5849
74,3,TE,1,50,8.429298837344815e-05,1,0,5823,4440,1534,2917
75,3,IN,1,50,8.429298837344815e-05,1,0,7433,5893,4372,5912
76,3,TE,1,50,8.854082809258606e-05,1,0,5791,4393,1566,2964
77,3,IN,1,50,8.854082809258606e-05,1,0,7391,5823,4414,5982
78,3,TE,1,50,9.29962951204289e-05,1,0,5761,4357,1596,3000
79,3,IN,1,50,9.29962951204289e-05,1,0,7354,5770,4451,6035
80,3,TE,1,50,9.76699825394582e-05,1,0,5717,4312,1640,3045
81,3,IN,1,50,9.76699825394582e-05,1,0,7304,5704,4501,6101
82,3,TE,1,50,0.00010257607577622926,1,0,5685,4261,1672,3096
83,3,IN,1,50,0.00010257607577622926,1,0,7257,5650,4548,6155
84,3,TE,1,50,0.00010772623633702747,1,0,5659,4213,1698,3144
85,3,IN,1,50,0.00010772623633702747,1,0,7228,5581,4577,6224
86,3,TE,1,50,0.00011312761002080568,1,0,5618,4177,1739,3180
87,3,IN,1,50,0.00011312761002080568,1,0,7181,5513,4624,6292
88,3,TE,1,50,0.00011879367445999373,1,0,5572,4141,1785,3216
89,3,IN,1,50,0.00011879367445999373,1,0,7136,5452,4669,6353
90,3,TE,1,50,0.00012474516769543696,1,0,5541,4091,1816,3266
91,3,IN,1,50,0.00012474516769543696,1,0,7103,5394,4702,6411
92,3,TE,1,50,0.00013098843728808054,1,0,5519,4044,1838,3313
93,3,IN,1,50,0.00013098843728808054,1,0,7059,5331,4746,6474
94,3,TE,1,50,0.00013754133996373067,1,0,5479,3991,1878,3366
95,3,IN,1,50,0.00013754133996373067,1,0,7008,5259,4797,6546
96,3,TE,1,50,0.0001444071882724529,1,0,5440,3952,1917,3405
97,3,IN,1,50,0.0001444071882724529,1,0,6960,5180,4845,6625
98,3,TE,1,50,0.00015160583959884986,1,0,5397,3890,1960,3467
99,3,IN,1,50,0.00015160583959884986,1,0,6916,5113,4889,6692
100,3,TE,1,50,0.00015916267128997393,1,0,5356,3848,2001,3509
101,3,IN,1,50,0.00015916267128997393,1,0,6863,5028,4942,6777
102,3,TE,1,50,0.00016708290049631782,1,0,5312,3793,2045,3564
103,3,IN,1,50,0.00016708290049631782,1,0,6812,4959,4993,6846
104,3,TE,1,50,0.00017538682979210748,1,0,5276,3750,2081,3607
105,3,IN,1,50,0.00017538682979210748,1,0,6760,4880,5045,6925
106,3,TE,1,50,0.00018410010542503679,1,0,5243,3682,2114,3675
107,3,IN,1,50,0.00018410010542503679,1,0,6713,4799,5092,7006
108,3,TE,1,50,0.00019322733034771644,1,0,5207,3622,2150,3735
109,3,IN,1,50,0.00019322733034771644,1,0,6664,4721,5141,7084
110,3,TE,1,50,0.00020280518574089453,1,0,5169,3564,2188,3793
111,3,IN,1,50,0.00020280518574089453,1,0,6616,4640,5189,7165
112,3,TE,1,50,0.0002128585827462562,1,0,5135,3515,2222,3842
113,3,IN,1,50,0.0002128585827462562,1,0,6570,4563,5235,7242
114,3,TE,1,50,0.00022340147254313843,1,0,5093,3464,2264,3893
115,3,IN,1,50,0.00022340147254313843,1,0,6525,4479,5280,7326
116,3,TE,1,50,0.00023447614976222352,1,0,5064,3407,2293,3950
117,3,IN,1,50,0.00023447614976222352,1,0,6477,4384,5328,7421
118,3,TE,1,50,0.00024612108265081097,1,0,5035,3358,2322,3999
119,3,IN,1,50,0.00024612108265081097,1,0,6424,4305,5381,7500
120,3,TE,1,50,0.0002583488740638875,1,0,4991,3298,2366,4059
121,3,IN,1,50,0.0002583488740638875,1,0,6372,4198,5433,7607
122,3,TE,1,50,0.00027122801689172,1,0,4954,3252,2403,4105
123,3,IN,1,50,0.00027122801689172,1,0,6323,4089,5482,7716
124,3,TE,1,50,0.0002847942861920343,1,0,4914,3191,2443,4166
125,3,IN,1,50,0.0002847942861920343,1,0,6250,3997,5555,7808
