,name,pasType,bufferVal,spacing,minh,distance,tolerance,TruePositives,FalsePositives,FalseNegatives,TrueNegatives
0,8,TE,1,50,5.940196442901604e-07,1,0,4217,3274,512,1455
1,8,IN,1,50,5.940196442901604e-07,1,0,5659,4672,2203,3190
2,8,TE,1,50,1.016535778812721e-06,1,0,4217,3274,512,1455
3,8,IN,1,50,1.016535778812721e-06,1,0,5659,4672,2203,3190
4,8,TE,1,50,1.6093086668181623e-06,1,0,4217,3274,512,1455
5,8,IN,1,50,1.6093086668181623e-06,1,0,5659,4672,2203,3190
6,8,TE,1,50,2.0779157985436884e-06,1,0,4217,3274,512,1455
7,8,IN,1,50,2.0779157985436884e-06,1,0,5659,4672,2203,3190
8,8,TE,1,50,2.790339598377975e-06,1,0,4217,3274,512,1455
9,8,IN,1,50,2.790339598377975e-06,1,0,5659,4672,2203,3190
10,8,TE,1,50,3.717084910976357e-06,1,0,4217,3274,512,1455
11,8,IN,1,50,3.717084910976357e-06,1,0,5659,4672,2203,3190
12,8,TE,1,50,4.505954604354668e-06,1,0,4216,3274,513,1455
13,8,IN,1,50,4.505954604354668e-06,1,0,5659,4672,2203,3190
14,8,TE,1,50,8.321941163168395e-06,1,0,4213,3273,516,1456
15,8,IN,1,50,8.321941163168395e-06,1,0,5649,4666,2213,3196
16,8,TE,1,50,1.1018953906086284e-05,1,0,4206,3266,523,1463
17,8,IN,1,50,1.1018953906086284e-05,1,0,5640,4662,2222,3200
18,8,TE,1,50,1.3402359850748068e-05,1,0,4199,3258,530,1471
19,8,IN,1,50,1.3402359850748068e-05,1,0,5633,4646,2229,3216
20,8,TE,1,50,1.55044306682279e-05,1,0,4187,3248,542,1481
21,8,IN,1,50,1.55044306682279e-05,1,0,5612,4639,2250,3223
22,8,TE,1,50,1.7471071247752787e-05,1,0,4180,3238,549,1491
23,8,IN,1,50,1.7471071247752787e-05,1,0,5598,4621,2264,3241
24,8,TE,1,50,1.9366859082867094e-05,1,0,4171,3232,558,1497
25,8,IN,1,50,1.9366859082867094e-05,1,0,5578,4605,2284,3257
26,8,TE,1,50,2.1228257879976858e-05,1,0,4164,3221,565,1508
27,8,IN,1,50,2.1228257879976858e-05,1,0,5564,4589,2298,3273
28,8,TE,1,50,2.3079783295543167e-05,1,0,4153,3209,576,1520
29,8,IN,1,50,2.3079783295543167e-05,1,0,5545,4564,2317,3298
30,8,TE,1,50,2.4937689210803773e-05,1,0,4137,3201,592,1528
31,8,IN,1,50,2.4937689210803773e-05,1,0,5526,4547,2336,3315
32,8,TE,1,50,2.6815016326074932e-05,1,0,4124,3192,605,1537
33,8,IN,1,50,2.6815016326074932e-05,1,0,5506,4531,2356,3331
34,8,TE,1,50,2.8720159718362152e-05,1,0,4114,3176,615,1553
35,8,IN,1,50,2.8720159718362152e-05,1,0,5492,4510,2370,3352
36,8,TE,1,50,3.066303628341213e-05,1,0,4100,3166,629,1563
37,8,IN,1,50,3.066303628341213e-05,1,0,5475,4499,2387,3363
38,8,TE,1,50,3.265147045275237e-05,1,0,4086,3155,643,1574
39,8,IN,1,50,3.265147045275237e-05,1,0,5461,4474,2401,3388
40,8,TE,1,50,3.469387050113955e-05,1,0,4069,3143,660,1586
41,8,IN,1,50,3.469387050113955e-05,1,0,5430,4457,2432,3405
42,8,TE,1,50,3.679424133474234e-05,1,0,4053,3130,676,1599
43,8,IN,1,50,3.679424133474234e-05,1,0,5403,4436,2459,3426
44,8,TE,1,50,3.896150178308387e-05,1,0,4047,3113,682,1616
45,8,IN,1,50,3.896150178308387e-05,1,0,5382,4416,2480,3446
46,8,TE,1,50,4.1201815323662365e-05,1,0,4035,3105,694,1624
47,8,IN,1,50,4.1201815323662365e-05,1,0,5362,4396,2500,3466
